"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
37935.8878,6,3,12,0,15529,0,0,15,0
38183.1719,4,2,14,0,15529,0,0,6,0
56328.09,6,2,10,0,15529,0,0,15,0
54346.6567,4,3,8,0,15529,0,0,6,0
46599.8711,8,3,32,0,15529,0,0,28,0
27954.3731,5,3,10,0,15529,0,0,10,0
51355.1478,5,4,9,0,15529,0,0,10,0
67036.8586,4,3,7,0,15529,0,0,6,0
37040.0256,5,3,19,0,15529,0,0,10,0
39745.3439,4,5,7,0,15529,0,0,6,0
29196.0539,5,4,16,0,15529,0,0,10,0
76917.0761,7,3,12,0,341,0,0,21,0
63923.8397,5,4,10,0,15529,0,0,10,0
67545.9931,8,3,23,0,15529,0,0,28,0
61935.1122,9,4,20,0,15529,0,0,36,0
58700.465,4,3,9,0,15529,0,0,6,0
49124.6506,6,3,9,0,15529,0,0,15,0
65724.185,4,4,11,0,15529,0,0,6,0
47347.7364,4,4,17,0,15529,0,0,6,0
63522.4583,3,4,10,0,15529,0,0,3,0
65608.1428,6,3,17,0,15529,0,0,15,0
64766.8606,6,3,9,0,15529,0,0,15,0
66302.7942,5,4,10,0,15529,0,0,10,0
63952.6642,5,4,11,0,15529,0,0,10,0
34937.2319,6,4,14,0,15529,0,0,15,0
65765.7831,4,4,9,0,15529,0,0,6,0
56726.9339,4,3,5,0,15529,0,0,6,0
63739.8725,4,3,15,0,15529,0,0,6,0
56871.8919,4,3,6,0,15529,0,0,6,0
62589.8267,5,3,11,0,15529,0,0,10,0
37721.4111,4,3,5,0,15529,0,0,6,0
57095.5464,6,3,25,0,15529,0,0,15,0
59559.8658,4,4,5,0,15529,0,0,6,0
69123.2661,4,4,12,0,15529,0,0,6,0
55673.9497,4,4,10,0,15529,0,0,6,0
60568.8333,4,2,16,0,15529,0,0,6,0
48759.4003,25,4,32,0,15529,0,0,300,0
63537.9844,4,2,9,0,15529,0,0,6,0
56125.5031,5,3,14,0,15529,0,0,10,0
60007.6867,7,4,9,0,15529,0,0,21,0
48084.4056,5,4,16,0,15529,0,0,10,0
44646.1894,5,3,15,0,15529,0,0,10,0
63764.3231,4,4,10,0,15529,0,0,6,0
39374.9742,4,4,8,0,15529,0,0,6,0
29960.2436,4,3,9,0,15529,0,0,6,0
69123.2967,4,4,14,0,15529,0,0,6,0
56753.7153,4,3,5,0,15529,0,0,6,0
63205.8522,5,4,22,0,15529,0,0,10,0
63373.0544,4,4,8,0,15529,0,0,6,0
22565.1725,4,4,6,0,15529,0,0,6,0
56492.1414,6,3,12,0,15529,0,0,15,0
46960.3431,5,4,17,0,15529,0,0,10,0
47412.3103,7,3,35,0,15529,0,0,21,0
69123.3306,5,3,12,0,15529,0,0,10,0
68444.8475,6,4,14,0,15529,0,0,15,0
56319.2478,4,4,8,0,15529,0,0,6,0
28031.1489,5,4,13,0,15529,0,0,10,0
56337.9506,5,4,11,0,15529,0,0,10,0
63879.4189,5,4,14,0,15529,0,0,10,0
65661.2364,4,4,9,0,15529,0,0,6,0
62201.0531,4,4,11,0,15529,0,0,6,0
64041.7892,5,4,10,0,15529,0,0,10,0
29098.9914,5,6,16,0,15529,0,0,10,0
67671.6267,4,2,12,0,15529,0,0,6,0
66296.1939,5,4,13,0,15529,0,0,10,0
57163.0786,3,4,11,0,15529,0,0,3,0
63710.2464,5,4,10,0,15529,0,0,10,0
63451.7478,4,4,10,0,15529,0,0,6,0
41649.0192,4,4,8,0,15529,0,0,6,0
63723.7247,4,4,13,0,15529,0,0,6,0
54980.6942,4,4,6,0,15529,0,0,6,0
38926.9444,4,4,5,0,15529,0,0,6,0
25795.0961,4,4,9,0,15529,0,0,6,0
63392.9972,4,4,12,0,15529,0,0,6,0
38116.3658,4,4,6,0,15529,0,0,6,0
25734.4167,7,3,17,0,15529,0,0,21,0
59916.4169,4,5,22,0,15529,0,0,6,0
57687.1675,4,3,7,0,15529,0,0,6,0
64408.7681,4,3,12,0,15529,0,0,6,0
56721.4186,4,4,6,0,15529,0,0,6,0
57164.9428,3,4,6,0,15529,0,0,3,0
55063.595,4,4,9,0,15529,0,0,6,0
43407.195,4,4,13,0,15529,0,0,6,0
66665.9128,4,4,10,0,15529,0,0,6,0
69123.2131,9,3,29,0,15529,0,0,36,0
57232.3642,3,3,5,0,15529,0,0,3,0
63532.4311,5,3,11,0,15529,0,0,10,0
63466.7147,5,3,11,0,15529,0,0,10,0
69123.215,4,3,11,0,15529,0,0,6,0
38557.5486,6,4,9,0,15529,0,0,15,0
61049.0331,6,4,16,0,15529,0,0,15,0
56731.8336,4,3,7,0,15529,0,0,6,0
56743.3861,4,4,5,0,15529,0,0,6,0
28733.055,4,4,6,0,15529,0,0,6,0
66405.5553,5,4,9,0,15529,0,0,10,0
65663.0561,4,4,14,0,15529,0,0,6,0
63449.3444,4,3,13,0,15529,0,0,6,0
46502.5322,4,4,7,0,15529,0,0,6,0
55383.3014,7,4,10,0,15529,0,0,21,0
56743.4519,4,4,9,0,15529,0,0,6,0
63207.5361,5,4,16,0,15529,0,0,10,0
56727.7703,5,4,8,0,15529,0,0,10,0
65993.3381,5,4,12,0,15529,0,0,10,0
58094.1719,4,4,7,0,15529,0,0,6,0
38079.0061,6,3,13,0,15529,0,0,15,0
64935.0592,4,4,14,0,15529,0,0,6,0
67840.6778,5,4,10,0,15529,0,0,10,0
64911.8961,6,4,9,0,15529,0,0,15,0
56708.6131,4,3,6,0,15529,0,0,6,0
63805.2811,7,4,38,0,15529,0,0,21,0
65273.4828,5,4,17,0,15529,0,0,10,0
57253.7683,6,4,13,0,15529,0,0,15,0
60047.335,5,4,7,0,15529,0,0,10,0
58019.9547,5,4,8,0,15529,0,0,10,0
66398.3553,6,4,14,0,15529,0,0,15,0
46512.6058,3,4,9,0,15529,0,0,3,0
65253.0078,4,4,18,0,15529,0,0,6,0
48643.7253,4,4,6,0,15529,0,0,6,0
60923.6756,5,4,21,0,15529,0,0,10,0
65218.2272,6,4,15,0,15529,0,0,15,0
48638.7292,4,4,16,0,15529,0,0,6,0
65309.83,10,4,15,0,15529,0,0,45,0
63424.4647,6,3,12,0,15529,0,0,15,0
63307.8683,4,4,13,0,15529,0,0,6,0
63449.235,4,3,9,0,15529,0,0,6,0
56790.9694,5,4,8,0,15529,0,0,10,0
50464.7383,5,3,9,0,15529,0,0,10,0
46003.3414,5,4,12,0,15529,0,0,10,0
66449.325,4,4,13,0,15529,0,0,6,0
63870.4417,6,5,13,0,15529,0,0,15,0
56462.2753,4,4,6,0,15529,0,0,6,0
64288.4278,4,4,9,0,15529,0,0,6,0
57129.7614,4,3,5,0,15529,0,0,6,0
69123.3811,6,5,17,0,15529,0,0,15,0
47097.9508,4,4,6,0,15529,0,0,6,0
56891.8342,3,3,7,0,15529,0,0,3,0
63881.0678,4,4,9,0,15529,0,0,6,0
66741.1017,14,4,30,0,15529,0,0,91,0
53182.1878,9,3,19,0,15529,0,0,36,0
66114.1553,4,4,11,0,15529,0,0,6,0
59006.8225,4,4,6,0,15529,0,0,6,0
63703.8917,5,4,11,0,15529,0,0,10,0
63318.8594,3,4,11,0,15529,0,0,3,0
56507.4103,4,2,11,0,15529,0,0,6,0
47433.9953,5,4,8,0,15529,0,0,10,0
63369.2944,5,4,10,0,15529,0,0,10,0
55359.2783,4,3,7,0,15529,0,0,6,0
39567.1797,8,4,12,0,15529,0,0,28,0
63713.2164,4,3,9,0,15529,0,0,6,0
36571.8333,4,4,6,0,15529,0,0,6,0
59536.5219,4,4,10,0,15529,0,0,6,0
57213.7067,4,4,9,0,15529,0,0,6,0
57038.1736,4,4,7,0,15529,0,0,6,0
65510.7089,4,4,15,0,15529,0,0,6,0
63545.1453,4,4,10,0,15529,0,0,6,0
63394.1792,4,3,9,0,15529,0,0,6,0
63777.4314,5,4,15,0,15529,0,0,10,0
48879.3486,5,4,9,0,15529,0,0,10,0
57172.6175,5,4,12,0,15529,0,0,10,0
63402.3347,3,3,12,0,15529,0,0,3,0
78518.4358,5,4,10,0,15529,0,0,10,0
35864.8056,4,4,7,0,15529,0,0,6,0
69123.6236,5,4,13,0,15529,0,0,10,0
66566.4578,5,4,11,0,15529,0,0,10,0
63563.8261,4,4,10,0,15529,0,0,6,0
56733.0436,5,4,6,0,15529,0,0,10,0
63452.8447,5,3,14,0,15529,0,0,10,0
64407.5953,4,3,10,0,15529,0,0,6,0
55551.2311,5,4,8,0,15529,0,0,10,0
53795.3322,7,3,11,0,15529,0,0,21,0
65078.0831,5,4,11,0,15529,0,0,10,0
57500.6831,3,3,5,0,15529,0,0,3,0
68010.0853,4,4,11,0,15529,0,0,6,0
66448.6694,5,3,16,0,15529,0,0,10,0
63737.0694,5,3,30,0,15529,0,0,10,0
59679.9864,4,4,6,0,15529,0,0,6,0
57086.325,5,3,17,0,15529,0,0,10,0
59008.21,6,4,9,0,15529,0,0,15,0
48272.9114,7,3,17,0,15529,0,0,21,0
65301.3808,5,4,17,0,15529,0,0,10,0
46523.2475,4,4,8,0,15529,0,0,6,0
46075.4981,5,3,11,0,15529,0,0,10,0
64715.9661,6,4,14,0,15529,0,0,15,0
63214.1839,6,4,20,0,15529,0,0,15,0
26271.7847,7,3,17,0,15529,0,0,21,0
64985.3044,6,3,15,0,15529,0,0,15,0
37165.3886,4,3,8,0,15529,0,0,6,0
63740.1058,4,3,13,0,15529,0,0,6,0
37715.325,5,4,9,0,15529,0,0,10,0
63335.1589,4,4,11,0,15529,0,0,6,0
69014.6764,6,3,16,0,15529,0,0,15,0
64570.0764,8,4,15,0,15529,0,0,28,0
66117.4453,4,3,11,0,15529,0,0,6,0
56747.9142,4,4,5,0,15529,0,0,6,0
66106.1653,7,4,15,0,15529,0,0,21,0
49989.7992,7,5,18,0,15529,0,0,21,0
62392.2686,4,4,14,0,15529,0,0,6,0
63107.9694,7,1,27,0,15529,0,0,21,0
65759.3872,4,4,12,0,15529,0,0,6,0
56822.5042,5,3,7,0,15529,0,0,10,0
44397.5553,5,4,13,0,15529,0,0,10,0
57498.2572,4,4,5,0,15529,0,0,6,0
43471.6906,4,4,11,0,15529,0,0,6,0
38063.5408,4,4,7,0,15529,0,0,6,0
41522.5092,7,3,22,0,15529,0,0,21,0
66595.7428,5,4,15,0,15529,0,0,10,0
46288.4436,7,4,18,0,15529,0,0,21,0
47630.2439,4,4,8,0,15529,0,0,6,0
67451.2106,10,4,23,0,15529,0,0,45,0
64768.33,10,4,25,0,15529,0,0,45,0
43767.0808,4,4,8,0,15529,0,0,6,0
69123.5831,5,4,13,0,15529,0,0,10,0
66810.8,4,4,12,0,15529,0,0,6,0
68246.9861,5,1,19,0,15529,0,0,10,0
57597.6036,4,4,7,0,15529,0,0,6,0
63633.7053,4,3,12,0,15529,0,0,6,0
63736.1733,4,3,10,0,15529,0,0,6,0
67912.9242,5,4,14,0,15529,0,0,10,0
48882.3747,6,4,11,0,15529,0,0,15,0
58804.5925,5,3,7,0,15529,0,0,10,0
37893.4928,4,4,6,0,15529,0,0,6,0
63226.6944,4,4,13,0,15529,0,0,6,0
69123.6475,6,4,12,0,15529,0,0,15,0
68826.2844,5,3,7,0,15529,0,0,10,0
31402.135,4,4,7,0,15529,0,0,6,0
65392.2061,6,4,29,0,15529,0,0,15,0
59055.9739,4,4,6,0,15529,0,0,6,0
67789.1433,5,4,15,0,15529,0,0,10,0
68084.21,3,4,12,0,15529,0,0,3,0
56728.9778,5,3,12,0,15529,0,0,10,0
64648.5447,4,3,14,0,15529,0,0,6,0
43258.1792,4,2,7,0,15529,0,0,6,0
59059.7292,3,4,12,0,15529,0,0,3,0
47196.3303,5,4,8,0,15529,0,0,10,0
65111.7308,7,4,14,0,15529,0,0,21,0
56691.9478,4,4,6,0,15529,0,0,6,0
68146.7822,5,4,8,0,15529,0,0,10,0
57442.3664,4,4,6,0,15529,0,0,6,0
65723.3181,9,4,16,0,15529,0,0,36,0
69123.6525,4,4,12,0,15529,0,0,6,0
58912.6203,4,4,16,0,15529,0,0,6,0
63367.5597,4,4,11,0,15529,0,0,6,0
57803.8467,6,3,17,0,15529,0,0,15,0
45400.9303,4,4,6,0,15529,0,0,6,0
64822.4153,4,4,12,0,15529,0,0,6,0
38955.9656,5,4,15,0,15529,0,0,10,0
64648.5492,4,3,13,0,15529,0,0,6,0
69123.5828,5,4,16,0,15529,0,0,10,0
64767.2669,6,3,19,0,15529,0,0,15,0
60436.4194,7,3,14,0,15529,0,0,21,0
38410.5531,4,4,7,0,15529,0,0,6,0
50840.6375,4,4,8,0,15529,0,0,6,0
57179.7542,3,2,6,0,15529,0,0,3,0
45586.3886,4,4,8,0,15529,0,0,6,0
48610.5892,3,4,12,0,15529,0,0,3,0
63958.5406,4,4,12,0,15529,0,0,6,0
65859.3408,5,4,18,0,15529,0,0,10,0
65585.3594,6,3,9,0,15529,0,0,15,0
47270.8617,3,4,12,0,15529,0,0,3,0
35008.1481,4,4,18,0,15529,0,0,6,0
69123.7653,7,4,15,0,15529,0,0,21,0
54929.8894,7,4,17,0,15529,0,0,21,0
46014.0483,5,4,9,0,15529,0,0,10,0
1941.9744,7,5,21,0,15529,0,0,21,0
21751.5053,3,4,13,3789,3761,0,0,3,0
2664.0967,14,4,52,50,16,0,0,91,0
10749.2342,7,5,26,3789,3761,0,0,21,0
22058.46,3,3,7,3789,3761,0,0,3,0
8802.2497,5,3,7,0,15529,0,0,10,0
576.0178,4,3,11,9379,3289,0,0,6,0
20.195,3,3,8,153,221,0,0,3,0
42555.4156,5,4,10,0,15529,0,0,10,0
31399.3542,9,3,37,7,2,0,0,36,0
2515.1047,5,5,17,9379,3289,0,0,10,0
57216.2586,4,3,10,0,15529,0,0,6,0
4339.2931,5,4,17,3789,3761,0,0,10,0
62378.4928,6,4,9,0,15529,0,0,15,0
72847.2631,7,3,14,0,15529,0,0,21,0
71794.4297,6,4,13,0,15529,0,0,15,0
4987.3797,4,3,10,3789,3761,0,0,6,0
61580.0033,4,4,6,0,15529,0,0,6,0
16.5419,5,4,8,0,15529,0,0,10,0
60290.1361,8,6,30,0,15529,0,0,28,0
63339.5647,5,3,17,0,15529,0,0,10,0
98321.4217,7,4,14,0,15529,0,0,21,0
27319.5894,4,3,12,0,15529,0,0,6,0
64.7958,3,1,17,9379,3289,0,0,3,0
3472.9897,4,3,21,284,405,0,0,6,0
64315.2917,9,4,30,153,221,0,0,36,0
37407.3292,5,4,11,0,15529,0,0,10,0
46569.7558,6,4,12,0,15529,0,0,15,0
44609.9036,4,2,12,0,15529,0,0,6,0
59728.4619,6,4,14,0,15529,0,0,15,0
54788.9236,5,4,12,0,15529,0,0,10,0
51057.5672,6,4,15,0,15529,0,0,15,0
12403.1911,7,4,24,284,405,0,0,21,0
71734.845,9,4,42,153,221,0,0,36,0
150.7658,4,3,6,0,15529,0,0,6,0
7817.8328,6,3,15,0,15529,0,0,15,0
73499.6644,5,4,17,0,15529,0,0,10,0
455.6408,4,4,13,3789,3761,0,0,6,0
37507.4908,5,4,13,0,15529,0,0,10,0
34506.7222,7,3,33,3789,3761,0,0,21,0
17474.5794,4,2,30,153,221,0,0,6,0
31764.9286,9,5,43,3108,4998,0,0,36,0
1179.4822,4,1,25,153,221,0,0,6,0
27257.3669,7,3,22,149,242,0,0,21,0
32326.2464,4,5,6,0,341,0,0,6,0
118.2072,5,2,13,3789,3761,0,0,10,0
79213.2803,11,4,24,0,15529,0,0,55,0
93089.0219,6,4,10,0,15529,0,0,15,0
12220.4831,5,3,25,153,221,0,0,10,0
67195.4378,5,3,8,3108,4998,0,0,10,0
88.0919,5,1,12,0,15529,0,0,10,0
84195.8681,4,6,5,3316,4170,0,0,6,0
3503.2961,4,4,11,0,15529,0,0,6,0
18047.0533,6,5,32,9379,3289,0,0,15,0
70764.2378,5,4,15,0,15529,0,0,10,0
62071.1983,4,3,6,0,15529,0,0,6,0
50677.1028,8,4,14,0,15529,0,0,28,0
810.345,5,3,23,3789,3761,0,0,10,0
1295.8286,3,3,17,284,405,0,0,3,0
1103.9289,5,4,22,284,405,0,0,10,0
358.3317,5,3,17,284,405,0,0,10,0
20525.4589,5,3,17,9379,3289,0,0,10,0
87353.1569,12,4,44,0,15529,0,0,66,0
6209.4322,5,3,13,0,2,0,0,10,0
2.1172,4,5,17,0,15529,0,0,6,0
7228.7264,8,3,22,0,15529,0,0,28,0
26520.5103,5,3,25,284,405,0,0,10,0
8842.7681,5,3,15,3789,3761,0,0,10,0
21.8981,3,1,13,0,15529,0,0,3,0
85485.7881,8,4,31,0,15529,0,0,28,0
4855.7628,6,5,24,153,221,0,0,15,0
15043.5492,4,5,33,3789,3761,0,0,6,0
81065.1492,11,4,34,0,15529,0,0,55,0
69839.5836,6,3,8,0,15529,0,0,15,0
80542.3356,8,3,21,0,15529,0,0,28,0
327.0653,4,3,24,9379,3289,0,0,6,0
20475.4758,5,5,12,0,341,0,0,10,0
53616.6028,4,3,16,0,15529,0,0,6,0
74048.2972,4,4,6,0,15529,0,0,6,0
4178.5844,5,3,11,0,15529,0,0,10,0
34372.7542,6,3,17,0,15529,0,0,15,0
82418.4053,4,3,7,0,15529,0,0,6,0
79743.9236,9,3,25,0,15529,0,0,36,0
87194.3886,6,4,40,32,8,0,0,15,0
85979.4686,8,4,32,0,15529,0,0,28,0
2159.7956,5,3,17,3789,3761,0,0,10,0
89785.9117,7,4,18,0,15529,0,0,21,0
61347.9636,6,4,25,9379,3289,0,0,15,0
47255.8728,5,3,11,3108,4998,0,0,10,0
71032.3086,6,4,19,0,5,0,0,15,0
95223.2617,4,4,6,3316,4170,0,0,6,0
74592.9297,8,2,15,0,15529,0,0,28,0
502.575,3,3,20,134,140,0,0,3,0
352.8878,6,6,32,9379,3289,0,0,15,0
80606.4267,7,4,18,0,15529,0,0,21,0
76191.7078,12,4,22,0,15529,0,0,66,0
3342.975,11,4,35,3789,3761,0,0,55,0
84798.9922,7,3,14,3316,4170,0,0,21,0
20156.3292,3,3,16,134,140,0,0,3,0
3454.0419,3,4,19,9379,3289,0,0,3,0
47179.3478,12,4,44,70,10,0,0,66,0
13779.6103,16,4,41,3789,3761,0,0,120,0
84286.0878,8,4,29,0,15529,0,0,28,0
80619.8422,6,4,20,0,15529,0,0,15,0
61488.1139,3,3,15,3789,3761,0,0,3,0
55487.8219,4,3,7,0,15529,0,0,6,0
70571.2042,5,4,11,0,15529,0,0,10,0
17.2269,3,3,6,0,15529,0,0,3,0
7370.4042,4,3,10,284,405,0,0,6,0
81479.5992,6,3,9,0,15529,0,0,15,0
72195.2442,4,3,9,0,15529,0,0,6,0
1435.7467,4,3,26,3789,3761,0,0,6,0
37531.2894,5,3,24,0,15529,0,0,10,0
1005.2342,6,4,22,60,72,0,0,15,0
88371.3525,5,6,9,0,15529,0,0,10,0
69127.9583,8,4,27,6,5,0,0,28,0
69.1031,4,3,14,0,15529,0,0,6,0
90547.3019,7,4,22,0,15529,0,0,21,0
59425.7028,7,3,28,3789,3761,0,0,21,0
83296.2611,9,4,21,0,15529,0,0,36,0
74929.9364,8,3,26,0,15529,0,0,28,0
90525.2081,10,4,22,0,15529,0,0,45,0
92798.9414,5,5,7,0,15529,0,0,10,0
82680.6786,22,2,37,5,4,0,0,231,0
94198.8194,4,4,8,0,15529,0,0,6,0
76935.7864,7,4,19,3789,3761,0,0,21,0
645.6892,3,3,6,0,15529,0,0,3,0
1924.6461,4,3,12,3789,3761,0,0,6,0
83829.8406,10,4,22,0,15529,0,0,45,0
70123.0819,7,2,10,0,15529,0,0,21,0
49609.8622,10,4,35,2,5,0,0,45,0
15494.6422,4,3,13,212,304,0,0,6,0
4033.7031,3,4,2,212,304,0,0,3,0
13691.295,4,4,5,212,304,0,0,6,0
24477.8908,4,4,8,212,304,0,3,3,0
1557.8808,4,3,15,5,13,0,0,3,3
17054.925,3,4,4,212,304,0,0,3,0
17054.6431,3,3,3,88,272,0,0,3,0
15059.9381,4,4,10,212,304,0,0,3,3
24477.8678,3,4,7,88,272,0,0,3,0
24477.8844,4,4,8,88,272,0,0,6,0
9787.8103,4,3,15,212,304,0,0,3,3
914.4936,4,7,13,0,152,0,6,0,0
9909.7111,8,3,13,212,304,6,4,2,16
5171.1236,4,3,9,491,718,0,3,3,0
20241.0861,8,4,21,212,304,0,16,12,0
25313.3828,4,5,12,0,1,0,1,2,3
49868.1067,8,4,24,0,59,1,5,10,12
17148.4786,5,5,19,6,1,3,0,1,6
51679.1814,3,5,9,0,111,0,0,3,0
35249.1322,5,3,13,27,152,1,2,1,6
52846.6544,4,3,9,0,111,0,1,5,0
51678.1397,4,3,10,0,111,0,0,6,0
32738.6258,3,3,4,27,152,0,0,1,2
31861.5439,3,3,6,27,152,0,1,2,0
39825.53,3,3,4,40,225,0,0,3,0
51028.5814,4,3,8,0,111,0,0,6,0
52545.2658,4,3,8,0,111,0,0,6,0
42604.15,4,2,17,86,505,0,0,3,3
40281.22,7,6,21,27,152,0,8,13,0
52775.1542,5,3,16,40,225,0,0,10,0
38742.6733,3,3,3,86,505,0,0,3,0
39174.7069,4,3,6,86,505,0,0,6,0
36077.6264,4,3,6,40,225,0,0,3,3
49814.2706,8,3,15,212,304,1,4,11,12
7364.865,5,5,19,370,1337,0,4,6,0
8066.9086,6,6,15,150,598,1,0,6,8
5092.7581,23,6,37,2023,1892,1,69,141,42
10442.4264,5,6,10,767,717,0,4,6,0
16587.6456,6,3,9,31,104,0,0,10,5
3194.6747,5,5,29,767,717,0,0,10,0
7928.0436,5,1,7,495,1147,0,4,2,4
505.9267,5,3,12,755,500,0,0,6,4
21280.3906,7,3,16,30,184,0,5,16,0
3116.1536,5,5,12,363,806,0,1,9,0
2305.99,6,6,14,150,598,0,2,13,0
2109.3783,5,3,22,37,55,0,0,10,0
3860.3025,6,7,21,47,126,0,2,8,5
1297.5361,7,5,30,370,1337,0,5,10,6
5560.26,5,3,10,767,717,0,0,10,0
7854.8358,3,3,4,63,267,0,0,3,0
352.5861,7,2,22,79,207,0,6,15,0
574.4381,6,3,22,370,1337,0,2,13,0
21233.5256,7,3,22,79,207,0,6,15,0
4834.3303,5,1,14,2023,1892,0,0,6,4
3697.06,9,5,25,767,717,0,11,25,0
528.6936,5,6,11,363,806,0,1,9,0
1143.9183,6,4,5,370,1337,0,6,9,0
171.8758,4,3,4,79,207,0,1,5,0
28879.6264,7,4,18,79,207,0,5,16,0
1185.1358,6,3,17,370,1337,0,4,11,0
2107.8269,5,6,28,767,717,0,2,8,0
32807.4056,7,3,23,1462,1346,3,1,5,12
28.7053,3,3,10,0,118,0,0,1,2
1147.8544,6,3,17,14,47,0,3,7,5
2239.415,8,5,40,250,234,0,6,22,0
792.6219,4,3,11,14,47,0,3,3,0
40429.2764,7,3,19,250,234,1,3,7,10
560.1919,4,3,14,767,717,0,0,6,0
216.1697,4,3,26,370,1337,0,0,6,0
34363.2239,4,2,17,767,717,0,1,5,0
17.8831,5,6,17,755,500,0,0,10,0
38482.5656,7,4,19,495,1147,1,0,10,10
37659.4775,4,4,17,495,1147,0,0,6,0
348.8028,3,3,13,767,717,0,0,3,0
1654.7897,6,3,23,14,47,0,1,14,0
352.0864,4,4,14,370,1337,0,3,0,3
4455.5881,6,3,23,37,127,0,0,15,0
21619.2622,7,5,12,767,717,0,0,21,0
19314.8511,7,3,25,37,127,0,2,19,0
6114.1772,11,3,26,755,500,10,0,15,30
15785.6847,11,5,19,370,1337,0,12,43,0
52104.4658,8,4,57,80,217,0,3,25,0
5613.7608,3,3,8,120,176,0,0,1,2
4705.8106,4,7,16,0,359,0,1,2,3
736.3906,5,3,7,6,3,3,1,0,6
1142.6344,5,6,15,677,1825,1,2,1,6
620.1447,4,3,6,107,269,0,3,3,0
9088.4333,3,3,13,1,51,0,0,1,2
9598.6942,4,3,4,20,34,1,0,1,4
4400.9344,4,3,4,1,51,0,2,1,3
1419.0136,4,4,4,50,522,1,0,1,4
25496.2025,5,4,18,50,522,0,7,3,0
731.97,3,3,10,0,1586,0,1,0,2
24890.3306,8,6,23,107,269,6,3,3,16
6969.0094,3,3,15,0,1586,0,3,0,0
49809.87,5,3,8,6,3,0,4,6,0
33730.8167,4,3,12,20,41,3,0,0,3
35411.1919,4,3,10,50,522,0,2,1,3
33806.8125,5,4,13,20,41,0,4,6,0
32560.3111,3,3,7,0,1586,0,2,1,0
36967.8533,4,4,5,50,522,1,0,1,4
34736.2756,4,6,5,20,41,1,0,1,4
59156.2292,4,4,10,38,202,0,4,2,0
52126.7664,6,4,22,50,522,0,4,6,5
57187.1197,5,4,16,50,522,0,3,7,0
676.0714,3,3,6,0,1586,1,0,0,2
58778.8586,4,4,3,107,269,0,2,1,3
51766.0961,3,3,14,0,1586,0,1,2,0
51676.3136,3,3,11,6,94,0,2,1,0
76806.4286,3,6,5,38,202,0,0,3,0
69574.9664,3,3,8,50,522,0,0,3,0
59278.7881,4,5,4,50,522,0,2,1,3
75213.3833,3,3,6,38,202,0,0,3,0
76087.9542,7,4,18,677,1825,1,1,9,10
64213.9544,6,4,11,50,522,1,4,2,8
61222.4292,6,3,5,50,522,1,5,1,8
11852.2994,5,3,13,13,13,0,3,7,0
20424.1022,7,3,15,0,973,3,0,6,12
62655.2706,4,3,12,89,302,0,4,2,0
61549.0789,3,3,8,89,302,0,0,3,0
285.4006,5,3,8,491,718,0,0,10,0
71294.6983,5,3,17,491,718,0,5,5,0
53324.4864,4,3,10,491,718,0,5,1,0
36114.4125,4,3,3,89,302,0,0,3,3
70286.1197,6,6,17,13,13,0,8,7,0
36019.5022,12,4,35,491,718,0,38,17,11
25535.3156,4,3,19,18,32,0,0,3,3
7418.2828,6,3,24,491,718,1,1,5,8
71464.5539,11,4,30,18,32,0,39,16,0
50478.6767,4,3,10,246,383,0,1,2,3
79889.6283,9,4,23,0,124,10,4,2,20
52022.9119,6,3,16,246,383,1,3,3,8
29998.6986,4,3,6,0,973,0,5,1,0
4324.0164,3,3,5,9,19,0,2,1,0
55052.8297,5,3,8,11,92,0,2,4,4
63480.2533,3,3,6,722,242,0,0,3,0
104943.6453,3,4,6,722,242,0,0,3,0
99157.2664,4,2,23,89,302,0,0,6,0
98655.7131,5,2,22,89,302,0,3,7,0
96372.7633,4,3,7,722,242,0,0,3,3
89634.6644,4,4,12,0,973,0,1,5,0
46292.1667,6,3,14,7,46,0,5,10,0
42397.0583,4,3,10,0,973,0,5,1,0
37605.8353,4,5,12,0,973,0,4,2,0
36932.5544,4,4,12,0,973,0,1,2,3
28148.7467,4,3,9,0,973,0,0,3,3
2250.3864,4,3,9,5,13,1,0,1,4
51471.5914,10,6,24,1289,3049,1,23,5,16
7852.7011,4,3,12,9,19,0,2,1,3
15645.8572,7,4,19,491,718,0,4,11,6
56123.4611,4,4,7,722,242,0,2,1,3
5065.8683,5,4,12,491,718,0,4,2,4
2475.4528,4,3,30,491,718,0,4,2,0
38467.1539,5,6,43,491,718,0,6,4,0
49431.8733,3,3,24,93,174,0,0,3,0
25568.0872,5,3,10,246,383,0,4,6,0
19181.2733,4,1,9,9,19,0,3,3,0
11599.2497,4,3,4,5,13,0,3,3,0
51541.5775,4,4,9,0,973,0,2,4,0
50691.1017,5,3,9,89,302,0,2,4,4
60306.1286,21,4,59,93,174,10,81,39,80
48826.315,5,1,11,20,35,0,4,2,4
12868.0717,6,3,8,0,973,1,6,0,8
7269.1853,4,6,8,491,718,0,5,1,0
32904.8403,4,4,11,246,383,0,1,2,3
3450.155,8,3,22,0,973,0,14,14,0
4912.4072,3,2,4,947,2387,0,0,3,0
2793.8381,4,3,10,47,11,0,2,4,0
1396.1161,3,3,11,220,175,0,1,2,0
6443.4408,4,5,11,677,1825,0,2,1,3
9760.8831,7,7,22,250,1331,3,5,1,12
831.2664,4,3,7,677,1825,0,3,0,3
2617.8931,7,3,19,0,1920,3,0,6,12
