"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
209.8481,6,3,14,660,761,0,10,5,0
26013.1567,45,6,61,0,2951,55,402,159,374
61683.9528,14,6,68,1545,2019,21,9,12,49
36049.6511,4,4,16,0,994,0,2,1,3
476.6039,6,3,8,0,93,0,6,4,5
143.1261,5,3,17,2842,2685,0,0,10,0
3805.0792,6,3,26,0,15529,0,9,6,0
15538.1569,4,4,31,3108,4998,0,0,3,3
21174.7853,5,4,15,0,15529,0,0,10,0
17007.4558,6,4,29,4366,3624,0,1,9,5
15381.08,4,3,15,3108,4998,0,0,6,0
15335.1247,4,1,16,3108,4998,0,0,6,0
643.0558,5,6,19,695,928,0,5,5,0
1804.685,6,3,18,1409,1477,0,6,9,0
695.1233,7,5,22,1855,1336,0,11,10,0
67.5272,5,5,9,0,5058,0,4,6,0
578.9528,5,2,19,2842,2685,0,2,4,4
21608.4844,5,3,19,0,5058,0,0,10,0
15952.0897,6,3,19,0,5058,0,3,12,0
6577.0156,4,3,7,0,4181,0,0,6,0
1975.8908,3,5,2,27,42,0,2,1,0
42.205,3,3,11,1545,2019,0,1,2,0
952.78,4,3,16,966,2438,0,2,4,0
288.2856,3,3,7,0,1138,0,0,3,0
4295.8142,5,3,13,0,2951,0,0,10,0
595.1628,11,3,18,0,2951,0,0,55,0
730.6756,4,3,4,660,761,0,0,6,0
20975.6747,5,3,18,0,607,0,3,7,0
7441.1019,6,3,16,0,1138,0,1,14,0
133.4722,3,3,6,0,1138,0,0,3,0
6354.3419,6,3,20,0,2951,0,0,15,0
5009.7564,3,2,4,103,390,0,1,2,0
2314.9606,6,4,10,1379,1009,3,0,3,9
2963.5381,8,5,17,0,996,3,7,3,15
54.855,5,3,15,620,880,0,3,3,4
2744.7183,10,3,30,5,2,0,17,19,9
234.095,5,3,12,0,996,0,3,7,0
4465.4514,3,3,10,0,89,0,0,3,0
500.3878,5,5,18,495,1147,0,0,10,0
1675.7172,8,5,21,143,426,0,9,19,0
86.3578,3,3,13,2023,1892,0,0,3,0
4560.6672,3,3,2,495,1147,0,0,1,2
8279.3828,31,3,63,143,426,253,22,6,184
734.4492,6,5,18,143,426,0,2,8,5
11835.5517,9,6,16,143,426,6,2,8,20
1507.3581,4,3,11,143,426,0,2,4,0
4353.2303,9,6,73,143,426,0,18,18,0
827.6575,5,3,14,76,191,0,3,3,4
14006.6389,21,3,61,495,1147,10,75,45,80
39791.9328,4,3,18,495,1147,0,1,5,0
57.0389,4,3,10,55,223,0,1,2,3
35554.2892,6,5,15,2,2,6,0,1,8
4052.8783,4,3,16,143,426,0,4,2,0
28483.6067,5,5,9,143,426,0,6,4,0
10766.2717,11,3,24,55,223,6,7,14,28
1351.8711,4,2,15,76,191,0,0,3,3
16541.3678,7,4,23,2842,2685,1,3,7,10
8874.1303,8,4,27,170,637,0,20,8,0
18736.3642,10,4,37,3108,4998,3,10,11,21
15043.7744,4,4,31,1289,1315,0,1,5,0
17815.3694,4,3,22,0,15529,0,0,6,0
283.99,4,3,15,4366,3624,0,3,3,0
11569.8756,5,4,17,1409,1477,0,1,5,4
5.4522,4,3,7,9379,3289,0,1,2,3
16750.7419,6,4,7,3065,1844,3,1,2,9
1297.8961,5,4,14,0,4181,0,4,6,0
19620.7147,11,4,26,0,5058,1,18,18,18
345.1169,7,3,14,3108,4998,0,13,8,0
93.9083,3,3,16,634,955,0,0,1,2
18111.9619,4,4,13,0,15529,0,0,6,0
261.6256,6,5,14,798,1459,1,5,1,8
580.1964,5,3,27,170,637,0,2,8,0
2358.0889,5,4,7,148,87,0,2,8,0
20642.8072,4,3,10,3108,4998,0,0,6,0
17843.2525,7,3,18,5649,1879,0,5,10,6
3504.3483,4,4,16,1855,1336,0,0,6,0
89.2411,4,3,12,0,5058,0,0,3,3
170.8353,4,3,32,2842,2685,0,0,3,3
14473.0278,3,4,18,0,3848,0,2,1,0
2069.3164,9,7,17,0,4225,28,0,0,8
150.9297,3,3,6,0,6700,0,0,1,2
1199.0492,3,3,8,0,6700,0,1,2,0
10367.3017,3,3,9,0,6700,0,2,1,0
2926.5581,4,3,10,0,6700,0,1,5,0
355.0589,4,4,15,0,6700,0,0,6,0
218.1219,4,3,9,0,6700,0,2,4,0
81.0511,6,6,22,0,6700,1,0,6,8
8908.2278,6,3,21,0,6700,1,1,5,8
941.7769,4,3,7,0,6700,0,2,4,0
1256.4028,4,3,15,0,6700,0,0,6,0
37706.9133,6,3,17,0,780,1,4,2,8
8310.6192,6,3,18,183,468,1,1,5,8
3432.6444,4,3,17,0,6700,0,0,3,3
340.71,6,3,10,0,6700,0,3,7,5
4849.4461,4,3,9,4,87,0,0,6,0
4825.9728,4,3,11,4,87,0,0,6,0
4825.7333,4,3,11,4,87,0,0,6,0
4827.7642,4,3,10,4,87,0,0,6,0
4824.0342,4,3,11,4,87,0,0,6,0
4823.5294,4,3,10,4,87,0,0,6,0
4449.2231,4,3,10,4,87,0,0,6,0
4346.2628,3,3,10,4,87,0,0,3,0
4346.2561,3,3,11,4,87,0,0,3,0
3723.5264,4,3,4,726,757,0,0,6,0
2390.4072,4,4,6,73,176,0,2,4,0
4824.3039,3,3,17,75,278,0,0,3,0
435.0186,3,3,9,348,652,0,0,1,2
315.4031,3,3,9,348,652,0,0,3,0
1437.5933,5,3,14,167,350,0,1,9,0
1278.9342,4,3,10,75,278,0,3,3,0
1231.5419,5,3,15,75,278,0,6,4,0
310.1061,6,5,13,167,350,0,1,14,0
26018.6906,4,3,33,348,652,0,0,6,0
1539.4364,6,3,26,75,278,0,3,12,0
360.8286,4,3,12,348,652,0,0,6,0
215.3714,5,3,16,348,652,0,0,10,0
286.0064,4,3,18,75,278,0,1,5,0
4079.3828,8,5,29,726,757,1,7,8,12
9743.3233,3,4,13,348,652,0,0,3,0
1705.1256,3,3,9,348,652,0,0,3,0
1872.7631,3,3,9,167,350,0,0,3,0
1893.8144,4,3,10,73,176,0,1,5,0
1920.0994,4,3,11,73,176,0,0,6,0
1823.0881,4,3,10,73,176,0,1,5,0
3526.4489,4,5,10,73,176,0,1,2,3
11495.2775,4,4,16,167,350,0,0,3,3
4502.3425,4,3,9,73,176,0,0,6,0
4708.4572,3,4,7,348,652,0,0,3,0
4780.3467,3,3,12,348,652,0,0,3,0
5018.3892,3,3,11,348,652,0,0,3,0
4768.1389,4,3,12,73,176,0,0,6,0
3241.4161,7,6,25,726,757,0,11,10,0
5882.8731,5,3,23,726,757,0,0,10,0
7579.0417,4,4,12,75,278,0,0,6,0
8851.7922,5,1,11,17,11,0,2,4,4
9964.7806,13,5,21,17,77,10,18,10,40
40630.9436,15,3,23,0,116,10,23,22,50
3599.7178,7,3,10,0,728,6,0,3,12
37708.0056,26,3,36,31,8,36,104,32,153
28204.7439,5,3,6,0,225,0,7,3,0
142.6739,4,3,20,9379,3289,0,1,2,3
1779.9028,4,5,9,0,1403,0,3,3,0
24087.295,5,3,9,0,225,0,0,6,4
4650.3364,5,3,10,17,77,1,1,2,6
8215.8972,10,2,20,0,1403,6,10,5,24
1468.4081,7,3,11,0,1403,0,4,17,0
1498.5225,4,4,9,160,89,0,2,1,3
36242.4169,3,3,3,154,485,1,0,0,2
4323.0553,4,6,12,167,391,1,1,0,4
42285.6278,6,2,15,7,20,1,3,3,8
5631.6847,10,5,17,143,180,0,20,25,0
5307.8339,5,3,7,0,380,1,1,2,6
2587.1108,4,3,7,0,380,0,1,5,0
15790.0667,11,5,16,23,25,0,27,18,10
2602.4636,9,4,22,0,380,0,13,15,8
3177.6094,10,3,19,0,380,10,5,5,25
13108.5792,4,4,13,23,25,0,2,1,3
11559.2297,5,2,20,0,1014,1,0,3,6
8587.1975,3,4,16,0,1014,0,0,1,2
14573.0486,6,3,17,0,1014,1,0,6,8
621.2778,4,4,9,0,1014,0,2,1,3
1820.095,3,3,20,17,10,0,1,2,0
5968.3953,5,3,12,1,1,0,2,4,4
2625.6231,7,4,35,0,1014,0,7,8,6
3270.6736,5,3,21,7,20,0,2,4,4
1294.7481,7,3,35,1092,494,1,6,4,10
504.9808,6,4,19,73,188,0,1,9,5
191.275,4,5,16,66,437,0,2,4,0
2181.6739,6,5,19,4,2,0,6,9,0
2835.8319,4,2,9,30,133,0,0,6,0
2499.0892,5,3,19,30,133,0,0,10,0
1510.7794,5,3,15,30,133,0,1,9,0
2686.1342,5,3,12,40,148,0,1,9,0
1320.0569,5,3,22,21,121,0,1,9,0
3877.0006,5,3,7,21,97,0,0,6,4
3096.5178,9,3,23,46,116,1,7,14,14
3847.7964,6,5,26,40,148,0,2,13,0
3369.0153,4,5,14,40,148,0,0,6,0
3298.3003,4,3,9,0,127,0,0,6,0
10777.3394,6,5,20,21,97,0,1,14,0
2302.46,7,6,17,46,116,0,9,12,0
12905.7933,7,5,32,46,116,0,1,20,0
651.8725,5,4,29,53,40,0,0,6,4
4345.3847,4,5,12,9,23,6,0,0,0
171.0967,4,3,9,12,45,0,1,2,3
8353.7492,7,2,16,0,41,3,2,4,12
12503.7481,5,6,11,32,25,0,3,7,0
2256.1739,6,4,28,7,8,0,6,4,5
25194.3469,10,3,241,23,2,0,13,23,9
5184.5756,4,4,29,53,40,0,0,3,3
19316.9175,3,3,8,18,6,3,0,0,0
18818.5714,3,3,8,18,6,0,0,3,0
18621.8414,3,1,3,18,6,0,0,3,0
18374.4617,3,3,9,18,6,0,0,3,0
18374.1811,3,3,7,18,6,0,0,3,0
10806.0406,6,4,18,6,49,1,5,1,8
33364.3189,7,4,24,0,1665,3,5,1,12
10733.2,3,3,4,125,376,0,2,1,0
23181.1981,5,5,10,0,1665,0,2,4,4
5539.7131,4,3,8,24,188,0,1,2,3
13247.6619,5,3,15,20,56,0,8,2,0
3908.6189,4,3,10,0,1665,0,0,6,0
9638.1872,4,3,8,72,25,0,0,3,3
9111.9306,6,5,11,72,25,0,1,9,5
8083.1367,5,3,8,20,56,0,2,8,0
7949.3439,4,5,13,72,25,0,0,6,0
7811.3144,4,3,7,20,56,0,0,6,0
7548.4556,4,3,6,0,1665,0,0,6,0
15954.7372,4,5,19,125,376,0,2,4,0
9379.3511,3,3,7,125,376,0,0,1,2
12458.8331,6,6,9,25,8,6,1,0,8
16320.6494,4,3,19,0,1665,0,1,5,0
15740.2056,11,4,26,67,249,10,11,4,30
11810.8081,4,4,11,125,376,0,0,3,3
11307.3006,7,3,19,0,340,3,0,6,12
22076.8611,10,3,13,0,340,1,15,13,16
9913.1647,8,5,12,0,340,0,4,17,7
10576.2822,12,5,22,67,249,0,11,55,0
845.84,4,5,14,0,1665,0,2,4,0
29715.4092,4,3,13,0,6,0,2,4,0
8943.3508,5,3,16,0,340,0,0,10,0
6736.5069,7,3,15,0,340,0,3,12,6
7082.2389,6,3,9,0,6,3,2,1,9
8096.1858,6,4,32,175,667,0,3,12,0
26276.08,7,3,21,0,1665,0,3,12,6
6083.3533,3,5,20,125,376,0,1,0,2
7775.5944,6,5,24,67,249,0,0,15,0
12964.3558,4,4,22,190,501,0,0,6,0
7043.0725,12,5,27,0,340,1,21,24,20
22495.0914,5,3,14,0,1665,0,2,8,0
5422.4181,8,2,19,24,188,0,12,9,7
30913.1694,5,4,25,175,667,0,7,3,0
11173.8172,4,3,7,0,1665,0,0,3,3
10948.0494,4,5,32,190,501,0,0,6,0
8736.5328,5,3,15,40,520,0,3,7,0
18912.1044,3,3,6,25,43,1,0,0,2
9936.5122,6,4,33,0,256,0,4,6,5
10417.4322,3,3,12,219,539,0,0,3,0
1295.3228,3,3,5,26,84,0,0,1,2
338.0397,4,3,9,0,64,0,2,4,0
961.2567,3,3,7,1289,3049,0,0,3,0
156.1567,4,3,10,9,106,0,2,1,3
629.49,3,3,5,0,903,0,0,3,0
13366.8153,3,5,15,1197,1003,0,0,3,0
15387.0053,3,4,8,30,59,0,2,1,0
16627.2744,5,5,15,219,539,0,1,5,4
1868.0497,4,3,9,85,558,0,5,1,0
9173.0731,5,5,18,3034,2207,0,2,4,4
13658.9003,9,3,18,17,62,15,3,0,18
0.3769,3,5,9,0,64,0,1,2,0
9592.9164,4,3,6,0,15,0,4,2,0
1024.505,4,3,12,1289,3049,0,3,3,0
13631.1614,9,3,21,50,112,3,11,4,18
11863.5603,7,3,15,6,38,1,8,2,10
179.4242,3,3,15,14,107,0,0,1,2
10568.3475,4,3,15,0,903,0,2,1,3
7670.6542,4,3,11,1289,3049,0,4,2,0
1846.475,4,3,9,0,903,0,0,6,0
1694.6572,4,3,7,9,106,0,2,4,0
1853.0575,4,3,10,14,107,0,0,6,0
1845.8911,3,3,9,14,107,0,0,3,0
7514.2008,4,3,10,1289,3049,0,1,5,0
14206.6758,3,3,6,176,517,0,0,3,0
602.4081,4,3,7,1289,3049,0,0,3,3
245.2472,4,3,8,1289,3049,0,3,3,0
14042.1625,5,3,20,219,539,0,2,4,4
20160.6636,5,6,12,0,163,0,0,6,4
142.6553,3,5,14,491,718,0,1,2,0
2207.0697,4,4,10,219,539,0,3,3,0
46.3872,3,3,9,491,718,0,1,2,0
166.1178,7,3,19,1289,3049,0,10,11,0
23.5561,4,3,14,491,718,0,2,4,0
17.2381,3,3,8,606,1520,0,0,3,0
10251.5011,5,3,21,8,57,0,3,3,4
188.8231,3,3,7,219,539,0,0,3,0
2684.6117,4,5,12,491,718,0,2,4,0
360.4303,4,3,9,8,57,0,4,2,0
411.3778,3,3,8,1289,3049,0,0,3,0
2691.9869,3,3,7,606,1520,0,1,2,0
1918.8664,3,3,7,1289,3049,0,0,3,0
2882.6872,4,3,10,0,903,0,0,6,0
2880.3878,5,3,10,1289,3049,0,1,9,0
3292.8661,5,3,9,1289,3049,0,1,9,0
3267.7669,4,1,7,30,59,0,2,4,0
97.2406,3,4,2,1407,2225,0,0,3,0
5351.4803,4,3,7,1289,3049,0,1,5,0
2137.3403,3,3,18,1198,1794,0,1,2,0
6366.6647,5,5,6,392,507,0,3,7,0
5669.8022,6,2,20,30,68,0,5,10,0
3.8619,3,3,7,0,797,0,0,1,2
5929.4228,4,3,12,0,1380,0,0,3,3
2372.6758,4,3,8,198,361,0,1,5,0
5517.8194,10,6,28,0,1380,15,2,4,24
20044.9319,7,3,25,392,507,1,2,8,10
31195.91,7,5,16,15,122,0,7,14,0
25475.2394,5,4,13,15,122,0,0,6,4
20846.8156,5,4,12,0,1380,0,4,2,4
14018.4211,6,3,16,16,88,0,3,12,0
5251.8333,10,6,18,0,1380,15,2,4,24
5204.9206,9,6,13,0,1380,3,3,12,18
9099.0342,7,3,22,0,1380,1,3,7,10
7289.1967,4,3,7,16,88,0,0,3,3
6523.5469,5,3,7,16,88,0,3,7,0
6358.3781,5,3,12,198,361,0,2,8,0
5508.5592,5,3,8,0,1380,0,6,4,0
13659.4144,6,3,18,64,26,0,0,10,5
5161.5386,6,5,16,0,1380,0,5,10,0
21977.8514,7,3,20,69,115,0,5,16,0
4127.9686,5,2,14,0,797,0,1,5,4
24712.7419,13,4,42,165,72,10,12,16,40
17567.0408,6,3,19,392,507,0,4,11,0
13965.9347,6,3,27,64,26,0,0,15,0
2229.4256,7,6,10,0,1380,6,0,3,12
18978.4561,7,3,15,88,199,0,5,10,6
13420.7392,6,3,15,392,507,0,0,15,0
8129.9317,5,2,14,0,797,0,1,9,0
16292.6714,5,4,17,198,361,0,0,10,0
9060.4558,8,5,11,198,361,0,6,15,7
3019.5253,6,3,13,0,797,0,2,13,0
22992.3686,10,5,39,198,361,3,0,21,21
15000.0581,5,3,10,0,1380,0,2,8,0
32992.6342,7,3,28,0,1380,0,6,15,0
15553.9483,4,3,17,0,1380,0,0,6,0
1341.5611,4,5,11,0,797,1,0,1,4
24452.8308,10,3,36,64,26,1,5,23,16
30286.6667,12,3,29,0,1380,10,4,17,35
16458.72,5,3,24,64,26,0,0,10,0
5097.6081,4,3,14,165,72,1,0,1,4
1009.2122,5,3,16,165,72,0,0,10,0
6908.2064,6,3,15,0,1380,0,0,10,5
1081.8611,4,3,16,165,72,0,0,6,0
1084.2211,7,7,19,165,72,0,10,5,6
1875.1925,10,3,22,64,26,6,9,6,24
12667.2031,6,3,14,11,19,6,0,1,8
7047.3919,15,6,24,0,1380,55,3,3,44
5504.3072,55,5,70,0,797,861,59,19,546
9217.1286,4,5,9,0,1380,0,1,5,0
7781.5064,4,3,16,165,72,0,0,6,0
20572.5881,4,5,9,198,361,0,0,6,0
29866.6464,13,3,43,165,72,1,20,35,22
25298.0189,9,3,17,0,1380,1,3,18,14
17831.9642,32,3,43,64,26,190,43,23,240
10465.3061,6,3,19,0,797,0,0,10,5
7636.1611,4,2,9,0,1380,0,0,3,3
1606.785,6,3,12,0,797,1,0,6,8
8712.3761,6,3,13,0,1380,1,3,3,8
6455.8606,7,5,17,0,1380,6,2,1,12
6391.7622,6,3,8,0,1380,0,10,5,0
8220.2486,8,3,23,0,1380,1,5,10,12
3449.8772,5,3,9,0,1380,1,0,3,6
9154.9783,5,5,9,0,1380,0,3,7,0
4613.0608,8,3,11,0,235,10,1,2,15
6115.715,7,3,15,0,1380,3,2,4,12
5908.0178,6,5,11,0,235,3,0,3,9
8074.5067,4,3,18,165,72,0,0,6,0
8950.2183,5,5,9,0,1380,0,1,5,4
8089.7889,8,3,17,0,235,1,0,15,12
5743.0686,5,3,13,0,1380,0,2,8,0
9498.7047,17,3,23,0,1380,55,6,9,66
37891.1028,8,2,19,0,235,0,3,18,7
38235.975,13,3,27,0,1380,1,13,42,22
5930.3983,6,6,13,0,797,6,0,1,8
23215.1553,5,3,13,0,1380,1,2,1,6
30804.6714,37,3,40,0,91,435,14,7,210
3450.8067,4,3,11,0,797,1,0,1,4
35154.6908,6,3,15,0,797,0,2,13,0
3463.1508,4,3,12,0,797,0,2,1,3
33617.3231,5,3,21,0,797,0,0,10,0
39117.6403,4,5,16,0,1380,0,1,5,0
25014.9669,6,3,15,0,1380,0,2,8,5
11774.3539,4,3,6,0,1380,0,0,3,3
630.2181,3,3,7,0,235,0,0,3,0
15784.9169,10,6,11,0,91,28,0,1,16
515.1122,6,5,13,0,1380,0,7,3,5
846.1992,3,3,21,770,675,0,1,2,0
653.3558,5,5,16,0,5846,1,0,3,6
1691.1633,3,3,16,8,164,0,2,1,0
9869.9658,8,6,22,0,5846,0,10,11,7
1776.6911,8,3,16,0,1718,10,2,1,15
3044.7433,5,3,15,0,5846,1,1,2,6
6197.3214,5,4,17,216,542,0,2,4,4
11.8044,3,3,14,0,5846,0,1,0,2
9717.9953,28,4,39,0,5846,78,95,10,195
553.7228,3,3,9,0,1718,0,0,3,0
2666.7408,4,3,7,1545,2019,0,2,4,0
2491.7156,4,3,19,0,5846,0,2,1,3
338.1403,4,3,12,216,542,0,1,5,0
1727.4144,4,4,10,0,1718,1,0,1,4
197.7019,5,4,10,67,267,0,5,5,0
13334.1725,9,3,31,0,5846,1,16,5,14
11647.9789,4,5,19,0,5846,0,2,4,0
24426.2808,5,4,13,0,5846,0,5,5,0
846.1189,6,3,15,660,761,0,0,15,0
3773.7519,4,3,10,0,5846,0,3,3,0
4530.3589,6,3,16,0,5846,0,4,11,0
95.4342,3,4,13,67,267,0,2,1,0
92.9383,4,3,9,0,5846,0,2,4,0
5355.5439,3,3,7,0,1718,0,0,1,2
8443.5675,5,3,10,67,267,0,7,3,0
176.885,3,3,7,0,5846,0,0,3,0
0.835,4,3,7,0,5846,0,0,6,0
433.2719,5,3,8,67,267,0,1,5,4
2236.2667,5,5,7,0,1718,0,3,3,4
948.0628,4,3,22,67,267,0,5,1,0
35188.4153,4,5,16,770,675,0,0,3,3
35123.0553,4,2,7,510,1851,0,3,3,0
13661.9678,5,4,13,620,880,0,1,9,0
1266.42,5,3,12,57,310,0,4,2,4
5464.6861,5,3,10,0,5846,1,2,1,6
1335.6133,5,3,13,57,310,1,1,2,6
56.5189,3,3,11,146,378,0,1,2,0
16.8569,4,3,17,0,5846,0,2,4,0
668.8636,5,4,9,57,310,0,3,7,0
26568.4544,9,3,23,770,675,0,17,19,0
666.5369,5,5,6,0,5846,1,1,2,6
1090.8683,13,3,16,0,5846,1,41,14,22
67052.4728,6,6,18,0,122,0,5,5,5
8882.6847,6,3,17,0,1718,0,3,7,5
5904.9217,5,3,16,620,880,0,5,5,0
11616.5892,8,3,20,0,1718,3,1,9,15
25.3831,4,3,7,0,5846,0,2,4,0
2.315,7,3,17,0,1718,0,0,15,6
28.325,4,3,14,0,5846,0,2,1,3
893.0436,4,5,8,0,1718,0,0,3,3
2163.8167,4,3,6,0,5846,0,4,2,0
8375.5742,5,3,8,0,1718,1,1,2,6
11229.2589,10,3,23,1561,824,0,17,19,9
5494.8883,4,3,9,620,880,0,1,5,0
3504.0658,6,5,13,0,5846,0,2,8,5
5206.6914,6,3,12,0,5846,0,5,10,0
1267.3842,7,4,16,1,70,0,7,8,6
4389.1908,5,4,18,61,176,0,2,4,4
8.0639,4,3,7,0,5846,0,2,4,0
9.4047,4,3,8,0,5846,0,0,6,0
27702.7233,15,7,44,0,1718,0,57,34,14
70.8911,4,4,6,0,5846,0,2,4,0
524.8958,8,3,19,620,880,0,4,24,0
2526.9364,4,3,8,146,378,0,0,6,0
13009.0183,5,3,19,67,267,0,3,3,4
1969.3333,10,4,27,620,880,0,21,24,0
1.1553,3,3,6,0,5846,0,0,3,0
899.6222,4,4,17,246,383,0,0,6,0
22995.595,6,3,16,0,5846,0,7,8,0
162.0003,4,3,10,0,1718,0,1,5,0
1968.8831,5,3,15,146,378,0,6,0,4
265.6372,5,3,18,620,880,0,3,7,0
44562.5575,4,4,6,0,5846,0,1,2,3
53994.8364,6,4,19,0,5846,0,7,3,5
2647.1744,4,3,8,0,1718,0,1,2,3
1139.5592,3,1,9,9379,3289,0,0,3,0
408.5442,4,3,20,0,5846,0,2,4,0
434.8094,4,3,9,0,5846,0,2,4,0
18448.6283,3,3,5,0,1718,1,0,0,2
5849.6472,4,3,19,52,142,0,1,2,3
11201.5672,7,3,26,620,880,0,11,10,0
19341.3542,11,5,23,0,5846,10,3,12,30
8525.7411,9,4,24,620,880,1,4,17,14
70.6108,4,3,6,0,488,0,3,3,0
26551.0869,4,3,7,216,542,0,3,3,0
391.7514,4,3,21,2842,2685,0,3,3,0
2065.5094,4,3,22,2842,2685,0,1,5,0
7029.6983,3,4,13,61,176,0,3,0,0
654.2489,5,3,14,4366,3624,0,7,3,0
10001.3114,5,4,7,0,5846,0,0,10,0
18728.5739,9,5,23,620,880,3,5,10,18
104.2042,4,3,12,620,880,0,2,4,0
6945.4208,9,5,29,0,1718,0,15,13,8
8280.0297,4,4,6,0,1718,0,3,3,0
1198.6133,6,3,32,620,880,0,6,9,0
332.5122,5,5,27,0,5846,0,5,5,0
6279.4,12,6,24,0,5846,0,38,28,0
497.7958,5,3,18,0,1718,0,0,10,0
30881.6569,14,3,53,820,1382,10,20,16,45
337.8753,3,3,8,820,1382,0,0,3,0
11273.43,10,5,26,0,5846,6,7,8,24
4.8658,4,3,8,0,3158,0,4,2,0
33816.1747,6,3,23,0,5846,0,9,6,0
145.2211,3,3,9,2842,2685,0,0,3,0
28391.9739,7,4,12,0,5846,0,18,3,0
6.6208,3,5,13,820,1382,0,1,2,0
16492.6006,5,2,13,8,20,1,1,2,6
3839.7689,5,3,8,0,1718,0,3,3,4
4294.6394,3,3,14,2842,2685,0,0,3,0
2161.9492,6,3,23,0,5846,0,10,0,5
33263.7689,9,4,35,620,880,1,11,10,14
4982.9494,3,3,9,820,1382,0,0,3,0
5041.8631,9,4,17,820,1382,0,12,16,8
1854.2,4,3,6,1198,1794,0,0,6,0
3139.0969,6,3,13,620,880,3,0,3,9
7312.6222,3,5,8,620,880,0,2,1,0
7252.3181,8,4,27,2842,2685,0,2,19,7
52676.5117,4,3,12,0,5846,0,3,3,0
2593.0219,11,3,30,0,5846,1,25,11,18
23089.3517,35,4,69,770,675,10,281,154,150
69.3158,5,3,18,2842,2685,0,7,3,0
21145.9533,5,4,7,0,5846,0,1,9,0
34.3244,3,3,6,0,5846,0,0,1,2
116.6833,4,3,6,0,5846,0,0,6,0
30597.1553,6,5,28,0,5846,0,5,5,5
6539.18,8,3,17,0,1718,0,16,5,7
121.6256,5,3,20,144,161,0,1,9,0
55757.4044,5,3,19,510,1851,0,4,2,4
26518.2706,4,3,12,57,310,0,2,4,0
1302.1544,3,2,10,820,1382,0,1,2,0
83.6931,3,3,6,0,1718,0,3,0,0
46032.2094,4,3,13,0,5846,0,2,1,3
8692.5178,7,3,34,2842,2685,0,1,20,0
3475.3439,4,3,14,2842,2685,0,0,6,0
475.9475,5,3,11,620,880,0,3,7,0
42443.8136,10,5,31,0,5846,0,29,7,9
63131.5806,5,3,17,0,1718,0,3,7,0
56819.3167,3,3,10,0,5846,0,2,1,0
47135.8506,33,4,50,0,5846,91,123,48,266
64377.8014,5,4,23,0,1718,0,0,10,0
63400.6183,7,3,13,0,5846,0,9,6,6
29716.3022,4,3,6,0,5846,0,0,3,3
56747.4878,4,4,5,0,5846,0,5,1,0
21902.1894,4,3,11,0,5846,0,2,4,0
61260.3569,4,3,7,0,5846,0,1,2,3
5.1972,4,3,7,0,5846,0,0,6,0
22951.6411,9,4,33,70,141,0,4,24,8
53695.5214,22,3,29,68,50,55,36,19,121
48032.3947,8,4,43,620,880,0,11,17,0
9435.7639,6,3,29,70,141,0,3,12,0
10339.4256,6,3,9,0,5846,0,8,2,5
65952.7183,11,3,50,70,141,0,17,38,0
308.3194,3,6,5,1198,1794,0,0,3,0
1826.0867,5,4,20,1198,1794,0,1,9,0
435.7219,3,4,15,1198,1794,0,0,3,0
2974.735,3,4,15,1198,1794,0,0,3,0
40314.9014,6,7,13,0,5846,0,14,1,0
6955.5086,5,3,34,4366,3624,0,2,4,4
7454.4961,5,3,10,620,880,1,1,2,6
24268.36,3,4,18,0,5846,0,2,1,0
30863.0272,4,4,20,620,880,0,0,6,0
249.0989,5,6,10,70,141,0,0,10,0
32121.4658,17,3,46,4366,3624,10,31,35,60
14126.165,9,5,28,4366,3624,6,4,6,20
1829.8189,4,3,19,4366,3624,0,0,6,0
3049.7072,4,5,20,1198,1794,0,0,6,0
28610.1294,3,3,7,0,5846,0,0,3,0
56714.1081,8,3,19,0,5846,1,10,5,12
195.6042,6,4,11,0,5846,0,7,8,0
187.4536,4,3,12,820,1382,0,0,6,0
10926.2781,10,5,28,70,141,6,1,14,24
1455.0544,5,3,24,70,141,0,1,9,0
2659.3603,5,5,27,820,1382,0,0,6,4
3772.7364,6,3,17,0,5846,0,9,6,0
68701.8811,5,4,15,0,5846,1,0,3,6
9928.9311,9,4,27,70,141,0,14,14,8
19865.2428,11,7,18,0,1718,15,8,2,30
35489.0567,6,3,14,0,1718,0,3,12,0
6477.81,4,4,11,0,1718,0,0,3,3
15844.8561,23,4,36,0,1718,0,99,132,22
49437.9314,14,5,19,0,1718,10,24,12,45
652.61,4,3,10,70,141,0,0,6,0
37536.3986,10,5,19,0,122,15,3,3,24
35696.2039,8,3,16,0,5846,3,4,6,15
144.8972,4,1,9,70,141,0,3,3,0
1344.9381,6,3,13,820,1382,0,9,6,0
2283.8806,8,3,21,660,761,0,15,13,0
61294.8292,10,3,34,0,5846,0,9,27,9
43328.6358,13,4,36,0,5846,0,29,49,0
2856.9158,4,4,13,4366,3624,0,3,3,0
51365.7147,15,4,32,820,1382,10,17,28,50
35801.5017,10,3,25,820,1382,1,12,16,16
27338.6183,5,3,7,1198,1794,0,2,8,0
8518.1575,9,3,25,820,1382,3,8,7,18
25274.7186,8,4,25,820,1382,0,2,26,0
34204.4675,7,3,15,70,141,0,6,9,6
22948.0467,10,5,18,820,1382,10,6,4,25
22323.4917,4,3,7,0,5846,0,2,1,3
5876.7472,8,7,20,820,1382,0,6,15,7
2164.2719,10,3,20,3034,2207,3,11,10,21
