"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
958.4575,6,3,8,175,56,0,1,14,0
1324.465,3,6,15,2279,234,0,0,3,0
707.6397,8,5,19,42,13,0,5,23,0
1202.2094,8,5,19,42,13,0,0,28,0
242.8636,5,3,6,39,15,0,2,8,0
1798.2119,5,5,17,66,27,0,1,9,0
1791.8408,6,3,7,123,35,0,0,15,0
1200.6042,6,3,16,399,143,0,0,15,0
1539.8822,15,5,42,776,53,0,32,59,14
1154.4467,15,1,47,414,43,0,0,105,0
1052.2953,5,3,6,15,1,0,0,10,0
1374.8125,4,5,10,32,26,0,1,5,0
659.585,6,3,14,399,143,0,0,15,0
1011.0269,7,5,16,26,5,0,3,18,0
1301.0608,6,3,8,399,143,0,1,14,0
928.5133,6,3,14,399,143,0,0,15,0
875.0822,7,5,12,39,11,0,5,16,0
855.8642,5,5,16,26,5,0,2,8,0
855.3297,6,3,7,9,3,0,1,14,0
845.1367,4,5,7,16,3,0,1,5,0
786.1561,5,3,6,134,9,0,2,8,0
838.2558,4,5,4,776,53,0,0,6,0
641.3675,5,3,7,42,17,0,0,10,0
836.7767,7,4,18,52,26,0,3,18,0
600.7903,5,3,11,1396,310,0,0,10,0
833.4908,9,4,17,183,57,0,4,32,0
2063.1331,6,3,9,31,10,0,3,12,0
818.7475,7,4,20,523,61,0,3,18,0
2025.1575,7,4,19,34,8,0,4,17,0
812.5347,8,3,20,2744,100,0,1,27,0
1837.6067,6,4,20,146,52,0,0,15,0
1737.6506,5,3,7,193,31,0,0,10,0
812.42,10,4,32,183,57,0,11,34,0
1731.8758,8,3,15,9,1,0,1,20,7
792.5981,6,4,18,25,9,0,0,15,0
1640.6003,6,3,13,198,14,0,2,13,0
786.3317,6,4,15,46,10,0,1,14,0
1555.0464,5,3,7,33,7,0,2,8,0
774.7542,7,4,14,25,9,0,1,20,0
1345.2914,5,3,6,186,23,0,1,9,0
679.9483,7,4,18,74,29,0,7,14,0
1233.1267,5,3,5,123,35,0,0,10,0
556.4828,5,4,5,299,66,0,2,8,0
1209.0756,4,4,9,39,11,0,0,6,0
524.7475,4,3,5,1396,310,0,0,6,0
1056.0517,4,4,5,39,11,0,0,6,0
980.6003,8,4,19,44,13,0,12,16,0
313.085,4,4,7,95,16,0,1,5,0
861.8311,8,2,19,2,1,0,8,20,0
662.635,5,3,7,39,11,0,1,9,0
420.9344,4,2,5,1085,155,0,0,6,0
5263.8133,4,3,6,196,47,0,0,6,0
2017.3786,5,2,6,62,14,0,1,9,0
316.1506,6,3,16,776,53,1,0,6,8
1637.9997,5,1,11,187,69,0,0,10,0
37.3028,4,3,12,776,53,0,0,6,0
1337.7244,7,1,13,0,15804,0,1,20,0
6751.4114,4,3,7,194,33,0,0,6,0
1299.7517,4,1,5,121,34,0,1,5,0
5278.8725,6,3,9,59,7,0,2,8,5
1222.6511,4,1,5,25,16,0,1,5,0
3246.9594,5,3,11,766,112,0,1,9,0
1211.0508,4,1,4,48,9,0,1,5,0
3192.9214,4,1,6,58,15,0,0,6,0
820.1247,4,3,10,776,53,0,0,6,0
1767.7353,4,1,5,24,4,0,1,5,0
1494.5361,4,3,10,5,1,0,0,3,3
479.4078,5,1,12,399,143,0,0,10,0
1183.8689,5,3,10,1,1,0,0,6,4
348.2422,5,1,12,399,143,0,0,10,0
1046.5425,6,2,15,3863,370,0,1,14,0
333.3925,4,1,6,461,128,0,0,6,0
1045.9231,4,1,5,69,17,0,0,6,0
478.3208,3,1,9,74,29,0,0,3,0
4689.1917,3,1,4,462,94,0,0,3,0
999.3406,6,1,14,33,7,0,1,14,0
2842.9642,5,1,6,89,40,0,0,10,0
2567.8786,3,1,4,462,94,0,0,3,0
889.8806,4,1,6,74,29,0,0,6,0
887.7156,5,1,6,399,143,0,0,10,0
2567.7003,4,1,6,399,143,0,0,6,0
2502.3683,7,1,25,50,11,0,5,16,0
848.7122,7,5,25,2773,319,0,0,21,0
820.0817,4,1,6,399,143,0,0,6,0
2294.8567,4,1,9,358,35,0,0,6,0
582.7008,7,1,18,64,22,0,2,19,0
810.7003,6,1,16,0,15804,0,1,14,0
802.0425,6,1,16,89,40,0,0,15,0
1823.3681,4,1,10,523,61,0,0,6,0
1638.2572,4,1,5,303,47,0,0,6,0
674.98,4,1,5,187,69,0,0,6,0
1564.5175,4,1,6,3863,370,0,0,6,0
637.445,4,1,5,186,23,0,0,6,0
536.1928,4,1,11,462,94,0,0,6,0
1366.7111,4,1,8,52,26,0,0,6,0
534.8375,4,1,5,1162,209,0,0,6,0
1325.5097,6,1,14,0,15804,0,4,11,0
1201.1853,3,1,3,6,1,0,0,1,2
521.5297,4,1,6,147,31,0,1,5,0
1183.41,4,1,6,2119,307,0,0,6,0
330.7019,5,1,12,1485,333,0,0,10,0
1136.3008,4,1,5,187,69,0,0,6,0
1108.6986,4,1,6,2119,307,0,0,6,0
297.2689,3,1,6,577,69,0,0,3,0
221.3564,3,1,6,5,3,0,0,1,2
1108.6611,6,6,8,523,61,0,4,11,0
363.7536,5,1,7,155,48,0,0,10,0
228.7575,10,6,29,4838,263,0,1,44,0
38.7422,10,5,40,0,15804,0,0,45,0
132.78,5,1,11,1485,333,0,0,10,0
1159.4908,8,5,16,183,57,0,1,27,0
3520.8486,4,1,5,187,69,0,0,6,0
116.3583,5,5,5,523,61,0,0,6,4
3019.3367,4,1,5,39,15,0,0,6,0
51.4647,6,5,7,5,3,0,3,12,0
2510.1208,9,5,13,2279,234,0,9,19,8
48.2764,8,6,18,388,52,0,4,24,0
2402.7417,6,5,13,2279,234,0,1,14,0
2391.0472,4,6,15,399,143,0,0,6,0
1567.0675,8,5,25,16,3,0,14,14,0
1842.3694,6,5,12,523,61,0,1,14,0
57.6983,9,5,28,303,47,0,8,28,0
640.7481,9,1,17,1396,310,0,0,36,0
1233.3919,6,5,9,39,16,0,2,8,5
9574.6536,5,5,6,523,61,0,0,10,0
1877.3608,18,5,45,160,23,0,45,108,0
704.6594,6,4,7,258,51,0,3,12,0
86.0058,3,5,5,2744,100,0,0,3,0
5958.5122,7,4,11,74,29,0,3,18,0
8276.7539,7,4,12,3,8,0,0,21,0
4028.1964,6,5,12,47,28,0,2,13,0
2715.8889,5,5,16,69,17,0,1,9,0
2608.57,9,4,13,299,66,0,7,29,0
1782.3272,3,5,5,1485,333,0,0,3,0
1548.7497,12,4,27,310,58,0,4,62,0
2385.1983,4,5,5,215,47,0,0,6,0
1313.0047,4,5,10,26,5,0,0,3,3
1871.91,7,4,21,139,55,0,3,18,0
1003.8861,9,4,15,2279,234,0,8,20,8
980.2283,6,5,12,48,9,0,1,9,5
1687.2478,8,4,12,299,66,0,6,22,0
1601.9819,6,5,11,1162,209,0,2,8,5
859.5058,8,4,21,258,51,0,3,25,0
1533.2742,5,5,13,48,9,0,0,6,4
725.0639,7,4,8,218,49,0,5,16,0
1420.2319,4,4,11,2096,179,0,0,6,0
722.2917,4,5,8,18,5,0,0,6,0
1247.3972,5,4,7,36,13,0,0,10,0
641.4086,6,5,15,45,11,0,0,15,0
709.4739,6,3,8,233,35,0,3,12,0
376.9739,7,5,10,2773,319,0,9,12,0
703.6875,5,5,18,380,76,0,1,9,0
2165.5922,6,3,8,39,11,0,1,14,0
702.7742,4,5,7,48,9,0,0,6,0
688.1081,6,3,13,218,49,0,0,15,0
1310.0703,5,5,8,187,69,0,0,10,0
677.6433,7,5,15,14,5,0,9,12,0
1200.3875,4,3,5,183,57,0,0,6,0
661.965,5,5,8,1162,209,0,0,10,0
576.0483,5,3,12,2096,179,0,0,10,0
818.1303,4,3,4,258,51,0,0,6,0
570.3044,4,5,5,1085,155,0,0,6,0
738.4747,4,3,8,0,15804,0,0,3,3
734.1092,5,5,15,48,9,0,0,10,0
534.1103,5,4,19,699,58,0,0,10,0
318.0142,5,1,19,699,58,0,0,10,0
525.7331,5,1,19,699,58,0,0,10,0
435.9136,5,5,9,1085,155,0,2,8,0
3387.2731,4,1,5,123,22,0,0,6,0
500.5711,4,5,11,388,52,0,0,6,0
390.7247,4,1,5,123,22,0,0,6,0
5025.2747,8,4,11,193,31,0,7,21,0
283.8103,5,1,9,42,6,0,2,8,0
3173.4261,7,4,10,12,10,0,6,15,0
6367.7417,6,1,8,66,27,0,3,12,0
2928.5144,3,4,12,0,15804,0,0,3,0
5404.9056,6,1,11,577,69,0,1,14,0
2826.0911,7,4,11,166,33,0,2,19,0
4601.2561,5,1,7,66,27,0,0,10,0
2761.5183,6,4,11,47,28,0,0,15,0
3254.1083,8,1,14,20,13,0,8,20,0
2730.9122,7,4,17,23,7,0,2,19,0
3092.1839,4,1,6,66,27,0,0,6,0
2660.9858,5,4,10,0,1,0,6,4,0
2356.8553,7,1,11,577,69,0,1,20,0
2516.5964,4,1,5,577,69,0,0,6,0
665.3,5,4,13,10,4,0,1,9,0
2228.8892,6,4,10,106,17,0,2,13,0
1052.8292,5,1,7,74,29,0,1,9,0
1573.9042,5,4,8,1485,333,0,0,6,4
1445.5725,4,1,6,233,35,0,0,6,0
1016.4881,4,4,9,399,143,0,0,6,0
1405.0575,4,1,5,34,10,0,1,5,0
825.2792,4,4,12,0,1,0,0,3,3
1196.1219,4,1,5,73,11,0,0,3,3
743.3278,4,4,7,21,15,0,0,6,0
1189.9575,7,1,7,20,13,0,6,15,0
692.8067,4,1,5,73,11,0,0,6,0
1175.2031,4,4,9,98,50,0,0,3,3
585.1417,6,4,10,303,47,0,3,12,0
542.1406,4,1,6,11,5,0,2,4,0
1158.8889,4,4,9,399,143,0,1,5,0
1070.7531,4,4,7,10,3,0,2,4,0
512.1267,4,1,9,36,12,0,0,6,0
1069.9661,6,4,7,198,14,0,1,14,0
1014.9275,4,1,5,146,52,0,0,6,0
481.5625,4,4,7,187,69,0,0,6,0
1012.8975,6,1,9,50,12,0,6,9,0
141.2131,3,4,4,215,47,0,0,3,0
1010.7233,4,1,6,2,1,0,0,3,3
135.5906,6,4,15,399,143,0,0,15,0
1004.1017,3,6,4,2684,416,0,0,3,0
46.8133,5,6,23,74,29,0,1,9,0
979.2128,5,4,14,1085,155,0,0,10,0
1315.5483,6,4,10,76,25,0,1,14,0
527.8769,9,5,22,0,15804,1,6,15,14
865.4094,9,5,22,0,15804,0,0,36,0
832.7939,9,5,16,63,10,0,10,26,0
6796.3833,5,5,8,3,2,0,0,6,4
6755.4603,4,4,11,399,143,0,0,3,3
3231.565,4,5,9,0,15804,0,2,4,0
1908.0511,5,4,6,96,19,0,0,10,0
720.2728,5,5,14,523,61,0,2,8,0
1176.6822,5,4,6,1162,209,0,0,10,0
710.9489,5,1,23,79,6,0,2,8,0
1010.3931,5,5,21,523,61,0,0,10,0
704.5919,3,4,4,1396,310,0,0,3,0
1025.9964,7,5,30,3863,370,0,0,21,0
1005.0656,7,5,30,3863,370,0,0,21,0
663.5811,4,4,4,1085,155,0,0,6,0
980.625,4,4,7,105,34,0,0,6,0
1001.1181,9,5,35,3863,370,0,1,35,0
595.5258,9,5,30,2279,234,0,0,36,0
550.4181,5,4,6,1162,209,0,0,10,0
1501.9858,4,5,9,523,61,0,0,6,0
807.4294,4,4,5,123,35,0,0,6,0
541.7067,7,5,18,380,76,0,4,17,0
237.0467,4,4,7,183,57,0,0,6,0
541.3897,4,4,7,183,57,0,0,6,0
213.4406,7,4,16,45,11,0,5,16,0
4601.3517,4,4,7,183,57,0,0,6,0
4439.5817,4,4,5,1396,310,0,0,6,0
511.3753,5,4,7,25,9,0,2,8,0
4439.2817,5,4,8,1162,209,0,0,10,0
498.515,3,4,3,2279,234,0,0,3,0
1182.0386,4,4,6,399,143,0,0,6,0
371.9242,6,4,22,2279,234,0,1,14,0
1016.4369,6,4,10,198,14,0,0,10,5
350.6517,4,4,9,2279,234,0,0,3,3
909.7056,3,4,4,2279,234,0,0,3,0
247.1933,4,4,9,46,17,0,1,5,0
889.5269,4,4,6,1396,310,0,0,6,0
885.8803,3,4,5,183,57,0,0,3,0
174.7714,5,3,10,187,69,0,0,10,0
168.5217,4,4,8,2279,234,0,0,6,0
484.9019,3,4,6,2279,234,0,0,3,0
7608.3633,6,3,10,12,8,0,1,14,0
484.1336,5,4,15,3863,370,0,0,10,0
455.0508,7,3,10,4,2,1,2,8,10
4880.4597,6,3,10,8,2,0,4,11,0
373.8222,4,3,9,523,61,0,1,5,0
4386.4994,9,3,21,11,3,0,8,28,0
3094.2139,4,3,6,183,57,0,0,6,0
1420.6064,5,3,8,299,66,0,1,5,4
2903.9786,5,3,8,3,2,0,0,6,4
1339.8642,3,3,4,776,53,0,0,3,0
1241.0792,3,3,5,577,69,0,0,3,0
2184.8664,4,3,7,32,11,0,1,5,0
994.3011,5,3,10,299,66,0,0,10,0
977.5278,4,3,7,2279,234,0,0,3,3
1900.4094,5,3,6,24,3,0,2,8,0
900.9919,4,3,6,6,2,0,2,4,0
558.9117,4,3,5,63,10,0,0,6,0
1836.125,5,3,17,0,15804,0,3,7,0
499.5133,4,3,5,31,10,0,0,6,0
326.5125,4,2,8,776,53,0,0,6,0
1757.8003,5,3,7,89,40,0,0,10,0
1404.4614,4,2,8,776,53,0,0,6,0
4471.43,5,3,8,17,6,0,1,9,0
1322.5142,4,2,8,776,53,0,0,6,0
4471.3206,5,3,10,1,1,0,0,6,4
1310.9897,4,2,8,776,53,0,0,6,0
4468.16,6,1,9,146,52,0,5,10,0
1142.5347,4,3,7,89,40,0,0,6,0
4463.0572,3,1,4,39,7,0,1,2,0
12263.9967,4,3,6,187,69,0,0,6,0
1056.9844,3,1,4,11,2,0,1,2,0
9314.1853,3,3,5,1485,333,0,0,3,0
1054.7436,6,1,11,52,26,0,2,13,0
9118.7844,4,1,5,3,1,0,0,3,3
1052.2778,4,3,6,47,28,0,0,6,0
3235.6886,4,1,6,10,1,0,0,3,3
2855.8556,4,3,6,65,16,0,1,5,0
1008.8261,3,1,6,50,12,0,0,3,0
1751.2336,4,3,8,155,48,0,0,6,0
887.1361,5,3,10,98,50,0,1,9,0
1697.2744,3,1,11,2096,179,0,0,3,0
887.0219,6,3,10,9,5,0,3,12,0
869.1325,6,1,12,766,112,0,3,12,0
1169.6289,4,3,6,1162,209,0,0,6,0
837.4503,3,1,9,66,27,0,0,3,0
308.8236,7,3,16,89,40,0,5,16,0
828.1864,3,1,5,9,1,0,0,3,0
1073.7892,4,1,7,50,12,0,1,5,0
720.8147,4,3,9,5,2,0,0,6,0
1070.4625,3,1,5,146,52,0,0,3,0
1006.2064,5,3,7,71,13,0,1,9,0
713.3878,3,1,5,146,52,0,0,3,0
972.5725,4,3,6,83,42,0,0,6,0
699.1492,3,1,9,2279,234,0,0,3,0
972.4533,3,3,4,1396,310,0,0,3,0
580.3406,3,1,5,38,18,0,0,3,0
889.7017,5,3,8,16,6,0,2,8,0
566.7572,4,1,4,270,52,0,1,5,0
846.0939,3,1,4,11,2,0,0,1,2
519.7164,3,1,4,29,9,0,1,2,0
760.5392,5,3,14,10,4,0,1,9,0
670.945,3,1,5,39,16,0,0,3,0
669.1819,5,3,9,73,18,0,1,9,0
494.7942,3,1,5,3,6,0,0,1,2
656.3811,5,3,8,1085,155,0,0,10,0
412.9392,3,1,6,24,9,0,0,3,0
604.9181,4,3,7,39,15,0,0,6,0
385.3206,3,1,9,29,9,0,0,3,0
533.6406,3,3,4,1396,310,0,0,3,0
253.3536,4,1,6,50,12,0,1,5,0
499.3583,6,3,17,25,10,0,0,10,5
242.3911,3,1,5,29,9,0,0,3,0
474.1728,3,1,5,29,9,0,0,3,0
221.5833,5,3,16,35,15,0,0,10,0
465.6294,6,5,26,2096,179,0,3,12,0
465.2339,6,6,27,2096,179,0,0,15,0
174.0244,4,3,6,186,23,0,0,6,0
184.5928,7,6,23,107,18,0,4,17,0
622.9033,12,6,130,4005,69,0,13,53,0
146.4586,12,6,228,358,35,0,0,66,0
564.3972,12,6,222,1403,139,0,0,66,0
432.3994,5,2,6,15,6,0,1,9,0
466.4972,4,6,6,523,61,0,0,6,0
468.125,4,2,7,98,50,0,0,6,0
2884.6442,5,5,11,776,53,0,3,7,0
130.53,6,1,12,0,15804,0,2,13,0
728.5394,4,5,8,523,61,0,1,5,0
3876.6539,6,5,8,20,13,0,4,11,0
8306.4092,6,1,12,0,15804,0,5,10,0
816.3886,4,5,5,270,52,0,1,5,0
646.2544,6,1,9,12,8,0,0,15,0
3866.0969,5,5,15,18,9,0,1,5,4
609.7764,6,1,16,7,2,0,1,9,5
4419.5047,5,5,8,63,10,0,0,10,0
524.1133,6,5,8,270,52,0,0,15,0
4124.3622,11,1,23,186,23,0,35,20,0
515.4069,3,5,3,776,53,0,0,3,0
474.8625,3,1,5,186,23,0,0,3,0
3584.8383,4,5,5,39,11,0,0,6,0
468.5581,3,1,5,74,15,0,0,3,0
2398.9494,4,5,7,39,11,0,0,6,0
443.4922,5,1,17,579,102,0,2,8,0
2174.1669,3,5,3,270,52,0,0,3,0
431.5294,5,4,7,183,57,0,0,10,0
1362.5181,3,1,6,21,15,0,0,3,0
391.6964,6,4,10,1,2,0,3,7,5
5757.4756,3,1,6,89,40,0,0,3,0
1322.3667,3,1,6,39,15,0,0,3,0
1870.2111,6,4,10,461,128,0,2,13,0
1319.88,3,1,5,303,47,0,0,3,0
1261.6822,3,4,6,233,35,0,0,3,0
1151.7542,3,1,5,69,17,0,0,3,0
1199.83,5,4,6,270,52,0,0,6,4
1119.6522,4,1,6,1162,209,0,0,6,0
1023.2633,4,4,7,34,10,0,0,6,0
697.3975,3,1,6,39,15,0,0,3,0
993.6075,4,4,8,6,9,0,1,5,0
643.2028,4,1,9,1162,209,0,1,5,0
916.9172,4,4,8,1403,139,0,0,6,0
642.6711,4,1,12,89,40,0,0,6,0
901.5631,5,4,6,39,11,0,0,10,0
641.8339,3,1,5,187,69,0,0,3,0
892.2219,5,4,24,98,13,0,0,10,0
634.9733,4,4,4,270,52,0,0,6,0
890.3536,3,1,9,303,47,0,0,3,0
616.1258,4,4,5,3863,370,0,0,6,0
590.0183,3,1,5,215,47,0,0,3,0
889.3047,4,4,7,523,61,0,1,5,0
535.5819,4,1,7,76,25,0,0,6,0
881.8647,4,4,5,270,52,0,0,6,0
514.1633,3,1,5,215,47,0,0,3,0
879.2569,3,4,5,2279,234,0,0,3,0
320.6992,3,1,6,89,40,0,0,3,0
877.5053,4,3,6,183,57,0,0,6,0
319.3658,4,1,7,45,11,0,0,6,0
865.8083,5,3,7,270,52,0,0,10,0
4340.9181,3,1,5,1162,209,0,0,3,0
850.125,5,3,12,6,1,0,2,8,0
2130.2297,3,1,4,71,13,0,0,3,0
669.7314,3,3,5,183,57,0,0,3,0
1799.8983,3,1,4,25,16,0,0,3,0
653.2922,6,3,10,461,128,0,3,12,0
1149.9633,4,1,7,155,48,0,1,5,0
575.0667,6,3,15,233,35,0,0,15,0
1040.4511,3,1,6,46,17,0,0,3,0
554.6178,4,3,5,71,6,0,0,6,0
694.8511,5,3,10,299,66,0,0,10,0
516.6922,3,1,5,1485,333,0,0,3,0
545.7833,4,3,6,1102,19,0,1,5,0
300.9058,3,1,6,21,4,0,0,3,0
487.2564,3,1,6,0,15804,0,1,2,0
192.3344,3,1,6,15,3,0,1,2,0
482.4247,4,1,9,12,10,0,1,5,0
2822.4469,3,1,4,34,10,0,0,3,0
372.6525,4,1,10,1162,209,0,1,5,0
365.1825,3,1,9,0,15804,0,0,1,2
1034.5725,3,1,8,0,15804,0,0,3,0
318.4475,4,1,12,1485,333,0,0,6,0
991.4353,3,1,4,42,6,0,2,1,0
984.6,4,1,6,3,1,0,0,3,3
307.8706,3,1,6,399,143,0,0,3,0
831.0681,6,1,15,71,6,0,6,9,0
826.2633,3,1,5,74,29,0,0,3,0
233.5078,5,6,11,1162,209,0,1,9,0
726.2839,4,6,11,388,52,0,0,6,0
691.4978,3,1,6,37,7,0,0,3,0
486.1664,4,1,7,12,5,0,1,5,0
384.845,3,1,5,344,76,0,0,3,0
662.9356,3,1,6,0,15804,0,0,3,0
645.49,3,1,4,44,5,0,0,3,0
618.3333,3,1,5,1102,19,0,0,3,0
493.4917,5,5,8,399,143,0,0,10,0
421.4228,5,1,9,20,13,0,0,10,0
384.6231,5,5,7,1085,155,0,0,10,0
4233.1356,3,1,5,461,128,0,0,3,0
366.0978,5,5,7,399,143,0,0,10,0
4220.8094,3,1,5,39,11,0,0,3,0
341.4678,3,1,6,165,31,0,0,3,0
4161.4269,4,1,6,29,9,0,1,5,0
193.9058,3,1,5,37,9,0,0,1,2
190.5081,6,5,26,76,25,0,1,9,5
166.5703,6,5,12,26,5,0,2,13,0
38.0886,7,5,14,25,10,0,4,17,0
1393.5178,5,5,15,47,28,0,2,8,0
1269.2936,5,5,11,2773,319,0,0,10,0
1101.1928,5,5,6,1162,209,0,0,10,0
1086.2086,5,5,9,1396,310,0,1,9,0
1041.2753,7,5,18,4,5,0,5,16,0
998.2308,5,5,5,186,23,0,0,10,0
856.1453,6,5,14,73,18,0,5,10,0
694.9064,10,5,24,24,4,0,9,27,9
692.3414,4,5,13,1485,333,0,0,6,0
673.9781,3,5,4,1396,310,0,0,3,0
667.4003,14,4,35,334,84,0,34,44,13
588.4064,6,4,9,399,143,0,0,15,0
399.4342,9,4,17,42,28,0,6,22,8
8080.6886,4,4,8,264,50,0,2,4,0
5048.4858,4,4,7,193,31,0,0,6,0
4197.4508,7,4,11,32,11,0,3,18,0
2877.4042,6,4,9,121,34,0,1,14,0
2605.3278,7,4,11,334,84,0,6,15,0
2352.1225,6,4,10,264,50,0,2,13,0
2267.1078,5,4,17,134,9,0,1,9,0
2044.2233,5,1,17,134,9,0,0,10,0
1727.2731,5,4,11,18,5,0,0,6,4
1552.3294,5,4,10,1162,209,0,0,10,0
1419.1228,8,4,12,74,15,0,5,23,0
1493.8142,6,4,9,1162,209,0,0,10,5
1406.0672,4,4,19,76,25,0,0,6,0
1344.4125,4,4,5,123,35,0,0,6,0
1230.4322,5,4,16,399,143,0,0,10,0
1206.7481,7,4,10,1162,209,0,2,19,0
1090.7497,4,4,5,1162,209,0,0,6,0
1077.8036,6,4,9,6,4,0,3,12,0
1074.8742,4,4,7,26,5,0,0,6,0
1044.4667,5,4,13,380,76,0,0,10,0
1041.2942,4,4,5,32,5,0,2,4,0
996.5797,4,4,5,123,35,0,0,6,0
954.2347,5,4,9,76,25,0,0,10,0
751.9544,4,4,10,62,14,0,1,5,0
594.0311,4,4,11,1162,209,0,0,6,0
552.4603,6,3,13,15,6,0,3,7,5
345.1419,5,3,10,94,9,0,2,8,0
326.0136,4,3,7,26,5,0,1,5,0
12945.4578,3,3,5,7,8,0,3,0,0
6274.5194,4,3,8,46,17,0,1,5,0
4690.0322,5,3,16,399,143,0,0,10,0
2448.5275,5,3,8,106,17,0,0,10,0
1251.8314,4,3,6,41,3,0,2,4,0
1184.7586,4,3,5,1085,155,0,0,6,0
959.8661,5,3,15,399,143,0,0,10,0
772.6289,4,3,6,73,18,0,0,6,0
737.3469,5,3,14,1485,333,0,0,10,0
725.8419,4,3,6,303,47,0,0,6,0
662.9133,5,3,6,19,1,0,3,7,0
588.8211,5,3,6,92,53,0,1,9,0
555.2372,5,2,12,2744,100,0,2,8,0
529.4194,5,1,16,0,15804,0,0,10,0
431.1561,4,1,6,31,10,0,1,5,0
1174.7783,4,1,13,399,143,0,0,6,0
82.4956,4,1,8,83,42,0,1,5,0
1549.3214,3,1,6,155,48,0,0,3,0
1184.9164,3,1,5,399,143,0,0,3,0
664.3019,4,1,13,36,5,0,0,6,0
531.8253,3,1,4,123,35,0,0,3,0
528.2275,4,3,11,0,15804,0,1,5,0
520.8114,8,6,25,344,81,0,1,27,0
492.7964,8,6,21,1106,116,0,0,28,0
4718.5533,8,6,29,1050,96,0,7,21,0
866.3614,8,6,30,344,81,0,0,28,0
718.1994,5,6,22,113,17,0,2,8,0
30.3942,4,6,8,344,81,0,0,6,0
2381.4236,4,6,15,202,29,0,3,3,0
930.9994,7,5,20,842,86,0,5,16,0
855.4089,7,5,66,766,112,0,2,19,0
314.4889,7,5,73,358,35,0,0,21,0
4680.03,5,5,7,74,11,0,1,9,0
1815.7044,5,5,9,344,81,0,0,10,0
358.8394,8,5,19,2145,165,0,8,20,0
2375.3781,5,5,7,344,81,0,1,9,0
2093.7408,3,5,12,216,48,0,0,3,0
1341.8778,7,5,18,384,82,0,4,17,0
1061.7631,4,5,8,384,82,0,0,6,0
891.4003,4,5,6,26,5,0,1,5,0
817.1242,4,5,6,44,13,0,1,5,0
634.4794,4,5,6,2145,165,0,0,6,0
583.1097,5,4,6,842,86,0,1,9,0
46.6792,9,1,19,384,82,0,3,33,0
45.6889,9,1,19,384,82,0,0,36,0
4553.0458,9,4,19,384,82,0,0,36,0
2517.9672,18,4,45,344,81,0,77,76,0
4204.3286,18,4,41,641,130,0,0,153,0
2762.8847,18,1,44,318,29,0,0,153,0
1721.5617,4,4,8,2703,184,0,0,6,0
501.4281,4,4,6,384,82,0,0,6,0
2981.175,7,4,13,59,12,0,4,17,0
2337.8703,7,4,13,59,12,0,0,21,0
2234.5331,7,4,7,85,24,0,4,17,0
2167.4581,5,4,6,2703,184,0,0,10,0
2191.7625,3,4,4,842,86,0,0,3,0
1876.5975,3,4,3,2145,165,0,0,3,0
1541.8675,4,4,5,199,36,0,0,6,0
1528.0117,5,4,11,199,36,0,0,10,0
861.4908,4,4,5,344,81,0,0,6,0
833.6997,6,4,12,344,81,0,1,14,0
557.1761,5,4,9,216,48,0,0,10,0
407.4594,7,6,18,3449,86,0,3,12,6
390.6119,5,3,13,199,36,0,0,10,0
140.2481,4,6,4,3449,86,0,0,6,0
5177.5311,6,3,7,2703,184,0,0,15,0
3294.9339,6,6,22,632,91,0,0,15,0
4551.6506,6,3,6,384,82,0,0,15,0
2213.8564,6,6,19,1413,77,0,2,13,0
4414.5658,5,5,15,291,24,0,1,9,0
2170.9558,4,3,5,6,1,0,0,3,3
1496.1583,6,3,6,122,35,0,2,13,0
1460.0681,5,5,13,632,91,0,0,10,0
1627.8839,5,3,24,2703,184,0,0,10,0
1563.4256,4,5,6,266,61,0,0,6,0
1370.8931,3,5,3,152,33,0,1,2,0
1560.76,3,3,4,199,36,0,0,3,0
977.0147,5,5,14,1199,143,0,0,10,0
955.7819,4,5,13,291,24,0,0,6,0
1518.2392,5,3,7,44,13,0,0,10,0
934.9439,3,5,4,401,40,0,0,3,0
717.1742,5,3,6,344,81,0,0,10,0
1503.4406,4,5,8,210,50,0,1,5,0
318.3933,6,3,7,26,5,0,1,14,0
1149.5594,4,4,11,1199,143,0,0,6,0
309.2778,3,4,9,0,15804,0,0,3,0
886.0433,6,4,11,142,25,1,0,6,8
2653.6028,4,3,11,2703,184,0,0,6,0
3194.2953,4,1,11,2703,184,0,0,6,0
2520.2347,4,4,7,210,50,0,0,6,0
653.0294,5,3,8,2703,184,0,0,6,4
627.0867,5,4,7,401,40,0,1,9,0
1848.3156,6,4,7,1199,143,0,3,12,0
583.865,6,3,14,0,15804,0,0,10,5
1721.3903,6,3,11,6,2,0,0,15,0
1720.9681,4,4,14,10,2,0,0,6,0
2356.9047,4,4,8,632,91,0,1,5,0
329.6453,5,4,9,1199,143,0,0,10,0
1683.2528,5,4,7,219,32,0,0,10,0
1681.0289,4,4,7,632,91,0,0,6,0
1671.3764,4,4,5,28,1,0,3,3,0
1535.6856,4,4,6,1199,143,0,0,6,0
1513.76,5,1,9,113,17,0,0,10,0
1486.5725,4,4,6,197,22,0,1,5,0
1459.8533,3,1,5,2703,184,0,0,3,0
2757.3286,3,4,3,152,33,0,0,3,0
1342.9333,5,4,15,1199,143,0,0,10,0
508.7639,4,4,14,142,25,0,1,5,0
1122.5528,6,4,17,2096,179,0,1,14,0
884.1853,6,1,16,2096,179,0,0,15,0
