"ET","CC","Pr","CI","OE","OW","NI","SI","RI","FI"
4451.885,7,3,32,140,26,0,0,21,0
2474.5306,7,3,44,0,15804,0,0,21,0
435.2169,7,3,32,140,26,0,0,21,0
4127.6575,3,1,5,1920,164,0,0,3,0
3751.065,3,1,5,1920,164,0,0,3,0
3750.985,3,1,4,1920,164,0,0,3,0
3695.4153,3,1,4,4048,142,0,0,3,0
3678.8703,3,1,4,1920,164,0,0,3,0
3670.8342,3,1,3,3863,370,0,0,3,0
3658.8958,3,1,4,1920,164,0,0,3,0
3647.3436,3,1,3,444,105,0,0,3,0
3641.7531,3,1,3,203,44,0,0,3,0
3623.8717,3,1,4,444,105,0,0,3,0
3582.2447,3,1,5,1920,164,0,0,3,0
3507.5614,3,4,4,6378,106,0,1,2,0
3417.3258,3,1,5,1583,299,0,0,3,0
3119.6992,4,1,7,387,102,0,1,5,0
2973.1908,3,1,5,58,23,0,1,2,0
2857.0475,3,1,4,203,44,0,0,3,0
2686.4964,3,4,6,12,5,0,0,3,0
396.7569,4,1,8,1748,111,0,0,6,0
2446.6408,4,1,8,1748,111,0,0,6,0
378.0586,4,1,20,12,5,0,0,6,0
2328.3739,4,1,15,209,65,0,0,6,0
2107.6442,3,1,3,3863,370,0,0,3,0
1971.0394,6,1,14,82,26,0,2,13,0
696.8219,6,2,13,82,26,0,0,15,0
1871.6094,3,1,4,3863,370,0,0,3,0
5803.0208,6,5,11,6378,106,0,5,10,0
342.2997,5,6,13,344,76,0,1,9,0
5530.8847,8,4,15,367,67,0,9,19,0
2093.0669,6,5,15,57002,161,0,1,14,0
195.51,3,4,5,1162,209,0,0,3,0
427.3003,3,4,5,95,23,0,0,3,0
258.5769,3,5,4,4508,387,0,0,3,0
275.2856,4,4,7,39,9,0,1,5,0
5365.4489,4,4,5,4508,387,0,0,6,0
5129.9906,3,4,6,4508,387,0,0,3,0
4835.0247,4,3,6,4508,387,0,1,5,0
4616.1381,3,4,3,4508,387,0,0,3,0
162.2778,3,5,3,4508,387,0,1,2,0
474.8275,3,4,4,4508,387,0,0,3,0
292.5694,4,4,7,4838,263,0,1,5,0
13.3669,3,2,3,4508,387,0,0,3,0
1655.8225,4,5,4,188,60,0,0,6,0
173.4925,4,5,8,95,23,0,0,3,3
48.2694,4,5,9,4838,263,0,0,3,3
21.4586,3,6,7,0,15804,0,0,1,2
124.6181,3,5,3,50,37,0,1,2,0
117.025,3,5,4,39,9,0,0,3,0
2.9269,4,1,6,188,60,0,2,4,0
1553.8731,5,4,9,2773,319,0,0,10,0
136.1431,3,5,5,142,114,0,0,3,0
12.1089,5,4,6,2831,403,0,3,7,0
3722.7883,8,2,27,57002,161,0,5,23,0
571.9803,3,5,7,868,99,0,0,1,2
3.8094,3,6,4,142,114,0,0,3,0
74.6219,4,5,5,95,23,0,0,6,0
1062.2972,11,3,31,387,102,0,4,41,10
70.8944,3,4,4,142,114,0,0,1,2
70.925,3,6,4,142,114,0,0,3,0
540.02,3,5,4,2831,403,0,0,3,0
107.3614,3,5,6,380,76,0,0,3,0
1335.8219,3,5,5,344,76,0,0,3,0
1483.5603,3,5,9,0,15804,0,0,1,2
1627.0139,3,5,6,380,76,0,0,3,0
1164.9514,3,6,3,2615,293,0,0,3,0
1993.6525,3,3,6,355,71,0,0,1,2
1629.2347,3,3,7,51,10,0,0,3,0
1528.1494,3,3,7,344,76,0,0,3,0
1326.6283,3,3,6,20,9,0,0,1,2
1326.6111,3,2,6,63,24,0,0,3,0
1326.4964,3,2,8,579,102,0,0,3,0
1033.9764,3,4,3,2615,293,0,0,1,2
1335.2031,3,2,2,2615,293,0,0,3,0
15.0225,3,5,5,142,114,0,0,3,0
8345.4075,6,1,10,342,47,0,3,12,0
4523.4297,7,2,15,3863,370,0,0,21,0
65.2656,3,5,6,142,114,0,0,3,0
841.9503,3,4,7,372,40,0,0,3,0
377.8422,5,4,9,2225,411,0,1,9,0
9310.9478,3,2,6,0,15804,0,2,1,0
394.5817,5,3,7,1,1,0,1,5,4
2877.0758,3,4,4,372,40,0,0,3,0
141.1833,4,5,11,694,114,0,3,3,0
629.93,3,3,5,39,9,0,0,3,0
10891.8311,3,2,7,0,15804,0,0,1,2
2421.2544,3,5,6,2225,411,0,0,3,0
1303.6,4,5,6,2225,411,0,0,6,0
8800.6014,5,4,13,2279,234,0,1,9,0
522.1692,3,4,4,39,9,0,0,3,0
1147.1558,3,3,10,136,44,0,1,2,0
46.4722,3,5,4,4508,387,0,0,3,0
4271.8506,3,4,10,0,9,0,0,3,0
4276.3831,3,4,10,0,9,0,0,3,0
43.78,4,5,8,2225,411,0,0,3,3
2734.3839,4,5,6,280,25,0,0,3,3
538.8547,4,5,6,4508,387,0,1,5,0
241.7653,3,4,3,4508,387,0,0,3,0
1551.7258,7,3,19,0,15804,0,4,17,0
3307.6425,7,3,15,145,28,0,0,21,0
3.3206,3,1,2,31,8,0,0,1,2
225.8228,3,5,4,0,15804,0,1,2,0
96.6556,3,3,6,60,7,0,1,2,0
166.7333,3,4,3,4508,387,0,0,3,0
941.5667,3,2,3,4508,387,0,0,3,0
1336.5439,4,3,5,4508,387,0,0,6,0
71.1594,3,4,3,4508,387,0,0,3,0
4055.0444,3,5,5,2225,411,0,0,3,0
6445.3706,3,5,13,0,15804,0,0,3,0
13.7011,3,4,3,4508,387,0,0,3,0
2900.6758,3,4,3,4508,387,0,0,3,0
541.9997,4,6,8,95,23,0,0,6,0
167.3681,3,5,4,142,114,0,0,3,0
8908.0333,5,4,7,4508,387,0,0,6,4
5203.2614,3,4,3,4508,387,0,0,3,0
5422.3606,4,4,6,4508,387,0,0,6,0
6.3394,3,1,7,0,15804,0,0,1,2
141.43,3,4,6,4508,387,0,0,3,0
0.5653,3,6,7,372,40,0,0,3,0
127.4814,3,1,4,372,40,0,0,3,0
1393.0031,4,5,6,62,9,0,2,4,0
1524.1261,3,5,4,4508,387,0,0,3,0
1418.9956,3,4,4,4508,387,0,0,3,0
233.3569,3,4,4,4508,387,0,0,3,0
3.6019,3,3,4,20,8,0,0,1,2
385.7375,3,4,4,4508,387,0,0,1,2
78.2883,3,3,4,4508,387,0,0,3,0
1421.8308,9,4,15,2,1,0,3,25,8
4704.3222,5,5,9,43,17,0,3,7,0
1289.8608,3,5,9,2225,411,0,0,3,0
232.0253,3,2,6,2615,293,0,1,2,0
493.7667,3,3,4,2615,293,0,1,2,0
537.2783,3,3,7,2615,293,0,0,1,2
610.3442,3,3,5,344,76,0,0,3,0
405.2147,4,1,9,1583,299,0,0,3,3
802.8856,4,1,9,24,6,0,1,5,0
449.3744,5,1,10,72,22,0,1,5,4
162.5286,4,1,9,72,22,0,0,6,0
2301.5542,6,1,12,2744,100,0,5,10,0
446.1175,4,1,8,17,4,0,1,5,0
67.3092,5,1,9,1583,299,0,1,9,0
261.5014,5,6,8,1844,118,0,2,8,0
254.4239,4,5,10,1844,118,0,0,6,0
276.9131,5,4,8,1844,118,0,1,9,0
82.16,4,5,5,818,71,0,0,6,0
130.8078,5,5,8,9,7,0,2,8,0
299.9636,5,4,8,195,48,0,1,9,0
118.5178,3,6,9,234,44,0,0,3,0
1286.9931,5,5,12,1396,310,0,1,9,0
279.2342,4,4,6,818,71,0,0,6,0
164.9528,14,5,46,369,34,0,32,59,0
108.6506,14,5,48,71,11,0,0,91,0
131.8711,14,5,48,71,11,0,0,91,0
170.0417,14,5,48,71,11,0,0,91,0
570.7061,14,5,48,71,11,0,0,91,0
229.7408,4,1,7,2744,100,0,0,6,0
244.4375,4,1,7,2744,100,0,0,6,0
250.7822,4,1,7,388,52,0,0,6,0
435.1986,4,5,5,1844,118,0,0,6,0
1.5211,4,5,5,1844,118,0,0,6,0
4.2217,4,6,5,1844,118,0,0,6,0
18.3106,4,6,5,1844,118,0,0,6,0
277.1669,9,4,31,2145,165,0,10,26,0
278.5728,9,5,32,171,5,0,0,36,0
277.5739,9,4,31,1844,118,0,0,36,0
277.1189,9,4,27,1076,34,0,0,36,0
105.1056,4,1,6,23,19,0,1,5,0
954.6756,5,1,9,4,2,0,3,7,0
165.8094,4,1,8,0,15804,0,1,5,0
662.7847,5,6,10,195,48,0,0,10,0
648.3792,4,4,5,1396,310,0,0,6,0
641.2806,5,1,6,195,48,0,0,10,0
732.5675,4,4,6,1844,118,0,0,6,0
53.0753,4,4,5,1844,118,0,0,6,0
188.9767,5,1,7,24,5,0,2,8,0
319.6144,6,5,9,694,114,0,3,12,0
204.7986,6,1,13,0,15804,0,0,15,0
348.4639,9,4,27,2831,403,0,10,26,0
616.5614,9,5,26,234,44,0,0,36,0
812.7589,9,5,26,234,44,0,0,36,0
505.5347,5,1,7,1920,164,0,1,9,0
874.0497,6,1,13,0,15804,0,0,15,0
188.4197,6,6,9,694,114,0,0,15,0
1704.6292,4,3,4,1396,310,0,1,5,0
1016.4544,5,5,16,234,44,0,1,9,0
115.3111,5,1,16,234,44,0,0,10,0
1001.8961,4,3,4,1844,118,0,0,6,0
1639.7467,5,5,5,234,44,0,0,10,0
2011.6006,5,5,7,234,44,0,2,8,0
1188.2047,4,3,4,14,5,0,3,3,0
1200.5967,4,1,4,1396,310,0,0,6,0
1753.6481,5,3,5,234,44,0,0,10,0
1615.8414,5,4,5,818,71,0,1,9,0
1638.8683,4,4,4,1844,118,0,0,6,0
1680.6192,4,3,4,234,44,0,0,6,0
1777.0081,4,5,4,234,44,0,0,6,0
1693.6842,4,3,7,0,15804,0,2,4,0
1777.4806,5,3,7,23,14,0,2,8,0
1807.5333,5,3,5,234,44,0,0,10,0
2337.1944,6,4,8,234,44,0,0,15,0
2379.3772,4,5,4,1844,118,0,0,6,0
1831.0361,4,3,4,1396,310,0,0,6,0
2396.8336,4,4,4,1844,118,0,0,6,0
2763.9731,4,5,4,1844,118,0,0,6,0
2856.3956,5,4,5,234,44,0,0,10,0
2396.9769,4,6,4,1844,118,0,0,6,0
2862.5267,4,5,4,234,44,0,0,6,0
3002.6775,4,1,7,1396,310,0,0,6,0
3292.7658,3,1,5,23,14,0,0,3,0
3363.2442,3,1,4,1396,310,0,0,3,0
3505.3678,4,6,6,818,71,0,0,6,0
3493.0903,3,5,4,1396,310,0,0,3,0
3486.3114,3,1,4,14,5,0,0,3,0
3368.4386,3,3,4,1396,310,0,0,3,0
3630.8547,3,1,4,1396,310,0,0,3,0
3617.4536,4,5,6,1396,310,0,0,6,0
3596.6753,3,5,4,1844,118,0,0,3,0
3611.6444,3,4,6,1844,118,0,0,3,0
3616.4686,3,6,3,1844,118,0,0,3,0
4501.71,3,6,3,1396,310,0,0,3,0
3655.7731,5,6,9,43,17,0,4,6,0
3523.9956,4,1,4,234,44,0,0,6,0
3854.4069,4,1,4,5,1,0,0,3,3
4106.0539,4,4,8,0,15804,0,2,4,0
3989.9453,3,1,8,0,15804,0,0,3,0
5313.3619,3,6,6,1396,310,0,0,3,0
5041.0703,5,5,7,1844,118,0,0,10,0
4037.0511,3,6,3,31,5,0,0,3,0
4455.0072,3,3,5,1396,310,0,0,3,0
4271.1469,3,5,3,1844,118,0,0,3,0
4295.12,4,4,8,1844,118,0,0,6,0
4295.9517,3,5,12,0,15804,0,0,3,0
4477.7661,4,3,7,1844,118,0,3,3,0
4455.0475,5,3,9,23,14,0,2,8,0
5356.1661,3,1,3,1396,310,0,0,3,0
5031.8806,3,1,3,1396,310,0,0,3,0
4958.0794,4,5,5,1396,310,0,0,6,0
5184.4914,3,5,3,1844,118,0,0,3,0
5313.4553,3,5,3,1396,310,0,0,3,0
997.2983,4,1,4,1396,310,0,0,6,0
1001.6517,4,3,4,1844,118,0,0,6,0
1668.4983,4,1,6,0,15804,0,0,6,0
11319.2142,10,3,23,2249,67,0,8,37,0
376.4439,3,5,4,884,151,0,0,3,0
5324.1667,3,5,3,884,151,0,0,3,0
15164.8861,5,2,9,0,15804,0,0,10,0
153.0011,5,6,10,0,15804,0,5,5,0
837.5069,4,4,7,87,18,0,0,3,3
1875.6753,4,4,6,51,4,0,1,5,0
58.0233,3,1,2,19,6,0,0,1,2
29.5164,3,1,4,486,38,0,1,2,0
95.6692,3,4,5,60,7,0,0,3,0
10605.5661,4,2,9,0,15804,0,3,3,0
9864.6056,3,2,5,0,15804,0,1,2,0
384.5208,7,1,10,100,31,0,7,14,0
2600.2961,5,5,8,372,40,0,2,8,0
6318.2919,3,5,9,188,60,0,0,3,0
5831.2447,5,3,8,39,9,0,0,10,0
30.2456,4,5,6,29,15,0,0,3,3
833.5956,3,1,5,0,15804,0,0,3,0
7778.3392,6,3,11,0,15804,0,3,7,5
1074.45,5,1,7,1023,54,0,5,5,0
2419.6661,3,5,5,4508,387,0,0,1,2
852.61,4,5,8,676,150,0,0,6,0
2.6053,7,6,14,3863,370,1,2,8,10
720.9931,3,5,11,0,15804,0,1,2,0
721.7011,4,4,6,4838,263,0,1,5,0
599.7708,4,5,6,2773,319,0,0,6,0
4.8175,3,4,3,2225,411,0,1,2,0
19.8211,3,1,3,20,8,0,0,1,2
557.57,3,4,4,4508,387,0,0,3,0
3339.4369,4,5,6,4508,387,0,0,3,3
29.9908,4,5,6,2684,416,0,0,6,0
69.4022,3,5,5,4508,387,0,0,3,0
320.8761,4,4,7,2773,319,0,1,5,0
774.8725,3,1,2,5,2,0,0,1,2
692.72,3,1,4,0,15804,0,1,0,2
599.3536,5,1,6,1332,72,0,2,8,0
187.4792,3,5,9,868,110,0,0,1,2
21.2378,3,3,3,4508,387,0,0,3,0
339.3114,3,4,3,4508,387,0,0,1,2
8132.6414,3,4,7,0,15804,0,0,3,0
7582.0933,6,4,9,4508,387,0,3,7,5
130.9192,5,4,11,2831,403,1,0,3,6
491.6392,14,4,34,2684,416,0,30,61,0
1669.845,5,4,10,3,1,3,0,1,6
403.7058,4,4,7,2773,319,0,0,3,3
403.3392,4,4,6,2773,319,0,0,6,0
405.6661,4,4,6,2773,319,0,0,6,0
403.9794,4,3,7,2773,319,0,0,6,0
47.3347,3,1,4,824,58,1,0,0,2
25.1544,6,1,17,0,15804,0,5,5,5
1610.9683,4,4,5,60,7,0,1,5,0
625.5822,3,5,7,2429,188,0,1,2,0
0.5803,3,1,5,136,44,0,1,2,0
8.2642,3,1,4,136,44,0,2,1,0
2247.9328,5,5,8,0,15804,0,0,6,4
94.0156,3,1,6,1365,87,0,0,1,2
720.6394,4,4,6,151,35,0,1,2,3
575.9917,3,3,8,0,15804,0,0,3,0
95.1681,4,3,5,136,44,0,1,5,0
331.4764,3,5,4,4508,387,0,0,3,0
3645.9631,4,3,6,17,8,0,1,2,3
3004.8733,3,3,7,400,127,0,1,2,0
22.4853,3,4,5,151,35,0,0,3,0
22.565,3,4,5,151,35,0,0,3,0
1952.4164,6,1,12,884,151,0,1,9,5
7656.0039,6,5,12,0,15804,0,0,15,0
5815.9778,3,5,4,868,110,0,1,2,0
6202.0733,3,1,4,0,15804,0,0,3,0
5526.1194,3,1,6,0,15804,0,2,1,0
723.2922,3,1,4,0,15804,0,0,3,0
142.1967,3,5,7,0,15804,0,0,1,2
2183.1956,3,5,4,2225,411,0,0,3,0
670.5597,7,1,12,80,24,1,3,7,10
1675.6939,3,5,8,2225,411,0,0,3,0
69.5422,4,5,4,4508,387,0,2,4,0
1289.8881,8,5,47,4048,142,0,8,20,0
109.7336,8,4,47,4048,142,0,0,28,0
127.4464,8,5,47,4048,142,0,0,28,0
114.9681,8,5,47,4048,142,0,0,28,0
151.365,8,5,47,4048,142,0,0,28,0
5665.1997,5,4,24,31,7,0,0,10,0
384.5811,5,4,11,1583,299,0,0,10,0
5471.4861,4,4,6,2225,411,0,0,6,0
1243.5453,7,5,25,3863,370,0,3,18,0
1344.2561,9,4,27,95,26,0,5,31,0
1391.4094,6,1,23,348,13,0,0,15,0
2323.0994,10,3,19,850,157,0,13,23,9
155.5344,8,5,13,3863,370,0,6,22,0
1698.5292,5,3,17,367,67,0,0,10,0
1022.0944,8,2,22,2615,293,0,6,22,0
1101.7125,8,5,23,142,114,0,0,28,0
492.9117,5,1,14,4005,69,0,0,10,0
2176.5269,12,4,65,2249,67,0,16,39,11
1014.5856,8,5,22,57002,161,0,3,25,0
1192.9753,7,4,27,11,4,0,0,21,0
2033.7864,6,2,18,139,39,0,1,14,0
1853.3839,15,5,82,227,59,0,21,84,0
1245.7172,9,5,26,3863,370,0,0,28,8
478.6264,3,1,8,0,15804,0,0,3,0
1166.0864,3,1,3,4,2,0,0,1,2
855.2408,4,3,7,4,1,0,0,3,3
423.3844,4,4,8,2225,411,0,2,4,0
30.3875,3,3,5,30,15,0,0,1,2
165.3517,4,5,11,136,44,0,1,2,3
895.2225,3,3,4,4508,387,0,0,3,0
4699.3689,3,4,6,0,15804,0,0,3,0
5552.9086,3,4,7,0,15804,0,0,3,0
44.18,4,4,7,4508,387,0,0,3,3
9857.6689,6,1,10,2249,67,0,0,15,0
926.8122,4,3,4,109,25,0,0,3,3
62.3803,3,5,4,4508,387,0,0,1,2
2205.9186,4,4,8,667,121,0,0,6,0
6542.9414,5,3,11,667,121,0,5,5,0
1493.6628,3,4,7,667,121,0,0,1,2
6530.9033,3,4,5,2225,411,0,0,3,0
6210.2197,10,3,36,120,26,0,8,28,9
1.8047,3,5,4,7,5,0,0,1,2
0.2278,3,3,4,136,44,0,0,3,0
2557.5994,5,1,6,42,9,3,0,1,6
11748.9642,5,4,9,0,15804,0,3,7,0
1540.5986,4,5,8,2744,100,0,0,6,0
4346.8403,4,4,7,2225,411,0,0,3,3
5867.1122,3,4,8,1374,201,0,0,3,0
1337.5253,3,4,5,486,38,0,0,3,0
46.1592,3,4,3,818,71,0,1,2,0
4404.4625,4,4,11,486,38,0,3,3,0
10362.0128,3,2,6,0,15804,0,1,2,0
2154.4239,4,4,7,7,5,0,2,4,0
1334.0225,4,4,8,7,5,0,1,5,0
8780.9144,3,4,11,257,44,0,0,3,0
7745.7097,3,4,7,868,99,0,0,3,0
6578.555,3,4,9,0,15804,0,0,3,0
4485.9658,4,4,9,444,51,0,3,3,0
7752.1325,3,3,7,0,15804,0,1,2,0
5598.3031,3,3,6,694,114,0,2,1,0
3937.2228,3,3,8,0,15804,0,0,1,2
12635.2617,5,3,7,257,44,0,5,5,0
1441.4003,3,3,6,3,1,0,0,1,2
789.3694,4,5,9,1583,299,0,0,6,0
4137.66,6,5,11,155,35,0,3,7,5
29.9108,4,4,11,0,15804,0,0,3,3
186.7525,3,4,3,4508,387,0,0,3,0
2081.1117,3,5,4,694,114,0,0,3,0
243.285,3,1,4,0,15804,0,2,1,0
474.975,3,3,4,2225,411,0,0,3,0
4376.8464,3,3,6,0,15804,0,2,1,0
216.4178,4,3,4,2242,181,0,2,4,0
857.9986,4,1,11,0,15804,0,2,1,3
1489.4278,3,4,5,427,59,0,1,2,0
0.5031,3,3,4,7,14,0,0,1,2
1253.8478,3,4,6,227,67,0,0,1,2
1435.4417,3,3,6,227,67,0,0,3,0
730.6881,3,3,6,344,76,0,0,3,0
522.3689,4,3,5,20,8,0,2,4,0
491.9169,3,3,5,344,76,0,0,3,0
33.8642,4,4,7,7,5,0,1,5,0
4939.9767,5,3,9,151,35,0,4,6,0
4220.8714,5,2,9,151,35,0,0,10,0
743.2169,3,4,5,2225,411,0,0,3,0
2876.7822,3,4,5,2225,411,0,0,3,0
2703.0336,3,4,8,2225,411,0,0,3,0
70.2839,3,4,2,2225,411,0,0,3,0
1726.9586,3,4,5,2225,411,0,0,3,0
3774.5681,5,4,23,45,17,0,1,9,0
564.15,3,4,9,7,5,0,0,3,0
510.225,7,3,17,388,52,0,0,15,6
8044.7194,5,4,10,0,15804,0,6,4,0
65.8186,3,4,4,384,83,0,2,1,0
2272.9006,4,4,5,46,15,0,2,4,0
38.2531,3,1,3,78,28,0,0,1,2
3860.2803,3,3,7,30,3,0,0,3,0
3863.4297,4,1,8,1583,299,0,0,3,3
7405.0806,5,4,10,0,15804,1,3,0,6
225.4158,4,1,8,82,26,0,1,5,0
5422.8683,4,1,10,0,15804,1,0,1,4
28.1056,4,1,9,165,31,0,1,2,3
364.9706,4,5,9,2225,411,0,0,6,0
810.7611,4,1,5,0,15804,0,4,2,0
3804.1353,10,4,28,26,9,0,7,29,9
8296.5033,6,4,9,39,9,0,8,7,0
5635.8075,3,4,4,0,15804,0,0,3,0
3238.0778,4,4,11,0,15804,0,0,3,3
9496.5633,7,3,13,0,15804,1,3,7,10
194.3158,3,4,4,427,59,0,1,2,0
128.6608,4,4,6,50,37,0,1,5,0
30.0675,3,1,6,0,15804,0,1,2,0
30.4169,3,1,2,2145,165,0,0,3,0
2084.9072,4,5,8,1485,333,0,2,4,0
4378.8494,5,5,13,2773,319,0,0,10,0
120.6881,5,5,14,2773,319,0,0,10,0
4320.2847,3,4,3,1396,310,0,1,2,0
13133.2081,4,2,6,0,15804,0,1,5,0
11312.9836,3,2,6,0,15804,0,0,3,0
10843.1519,5,2,14,0,15804,0,2,8,0
5629.2178,8,5,32,0,15804,0,7,14,7
7416.6592,4,2,6,6,1,0,0,3,3
8863.5369,3,2,5,0,15804,0,1,2,0
15118.5147,3,2,5,0,15804,0,0,1,2
9095.1389,4,2,8,2249,67,0,1,5,0
2487.5644,3,5,4,694,114,0,0,3,0
18865.4489,4,2,7,0,15804,0,2,4,0
5134.8831,3,2,6,0,15804,0,0,1,2
396.1922,3,4,3,2225,411,0,0,3,0
15576.7289,6,2,8,0,15804,0,1,14,0
9014.2519,4,2,7,0,15804,0,2,4,0
8064.1447,4,2,8,0,15804,0,1,5,0
1284.2136,3,1,4,0,15804,0,2,1,0
761.6419,3,1,4,0,15804,0,0,3,0
10.2114,3,5,3,4508,387,0,0,1,2
271.9275,4,4,6,1266,81,0,2,4,0
163.8933,3,4,5,209,65,0,0,3,0
4864.6053,4,4,14,1266,81,0,0,6,0
2905.9097,4,4,11,372,40,0,0,3,3
1622.2486,4,4,4,4508,387,0,0,3,3
255.6942,4,5,4,4508,387,0,0,3,3
276.7769,3,4,3,4508,387,0,0,1,2
321.4194,3,3,3,4508,387,0,0,1,2
7460.2919,4,4,5,4508,387,0,0,6,0
425.0722,3,4,5,4508,387,0,1,2,0
9529.0486,7,4,9,0,15804,0,6,15,0
0.5386,3,4,5,0,15804,0,0,1,2
2469.9278,5,3,8,0,15804,0,3,7,0
3.6925,3,4,5,413,47,0,0,1,2
22.4253,3,6,8,0,1,0,3,0,0
1491.5222,5,1,6,1485,333,0,1,5,4
80.4344,3,1,5,78,28,0,2,1,0
52.8708,3,3,3,4508,387,0,0,3,0
11082.9536,4,3,8,0,15804,0,1,2,3
242.6114,4,3,5,20,8,0,1,5,0
134.7594,3,2,3,137,25,0,0,3,0
4981.3919,4,1,4,387,102,0,1,5,0
1293.0625,5,1,14,6378,106,0,0,10,0
31.0797,3,4,4,4508,387,0,0,3,0
1450.0267,4,1,7,0,15804,1,1,0,4
152.1111,3,5,2,622,41,0,0,1,2
167.1394,3,1,3,2429,188,0,0,3,0
167.1303,3,1,3,2429,188,0,0,3,0
167.1214,3,1,3,2429,188,0,0,3,0
167.1139,3,1,3,2429,188,0,0,3,0
167.1067,3,1,3,2429,188,0,0,3,0
167.0956,3,1,3,2429,188,0,0,3,0
3011.3033,5,4,7,2225,411,0,0,10,0
170.1303,4,5,6,2225,411,0,1,5,0
3291.9742,4,5,11,2225,411,0,0,6,0
8763.0175,5,2,8,0,15804,0,3,7,0
203.8778,4,5,5,3863,370,0,0,6,0
241.5956,3,4,5,1844,118,0,0,3,0
191.7253,3,4,5,2225,411,0,1,2,0
102.6478,3,1,4,29,15,1,0,0,2
2425.8789,5,5,11,582,119,0,1,5,4
492.3792,3,1,4,78,28,0,1,2,0
237.4917,3,5,6,2279,234,0,1,2,0
342.7225,3,5,7,2225,411,0,0,3,0
842.2544,3,4,6,380,76,0,0,3,0
33.1036,3,4,4,2225,411,0,0,3,0
9919.3197,5,4,7,2225,411,0,1,9,0
3807.4269,3,4,4,2225,411,0,2,1,0
28.505,3,4,4,2225,411,0,0,3,0
9008.0811,4,2,6,8629,6,0,2,4,0
2869.1156,3,3,3,4508,387,0,0,3,0
45.7814,3,4,3,2225,411,0,0,3,0
1654.9875,3,4,5,2225,411,0,0,3,0
3229.1278,3,1,5,334,84,0,0,1,2
1303.2944,4,6,4,1485,333,0,0,6,0
707.1864,4,1,5,2744,100,0,0,6,0
839.2928,4,5,6,290,96,0,0,3,3
1850.1106,4,4,9,290,96,0,1,5,0
3963.0694,4,4,6,2744,100,0,0,3,3
496.7006,5,5,11,1583,299,0,1,9,0
1412.7847,3,4,3,676,150,0,0,3,0
485.8153,3,3,4,2773,319,0,0,3,0
1517.7006,4,1,4,1485,333,0,0,6,0
17.0253,3,5,3,2225,411,0,0,1,2
1047.4464,3,4,5,626,140,0,0,3,0
46.1589,3,4,4,114,23,0,0,1,2
220.8747,3,5,5,676,150,0,0,3,0
6227.1072,5,4,11,676,150,0,0,10,0
5057.9539,7,4,11,2773,319,0,1,20,0
4711.0986,5,4,9,78,28,0,3,7,0
4531.375,5,4,6,676,150,0,0,10,0
4093.9167,4,4,4,676,150,0,0,6,0
2741.1086,4,4,5,2773,319,0,0,3,3
2482.0175,3,4,4,2773,319,0,0,3,0
6180.7611,8,4,12,1396,310,0,5,16,7
4808.2067,5,3,6,1583,299,0,0,10,0
88.3367,5,3,6,1583,299,0,0,10,0
78.6461,6,3,9,1396,310,0,0,15,0
4790.3733,6,3,9,1396,310,0,0,15,0
3718.7075,5,3,8,1139,31,0,0,6,4
5288.3803,4,1,4,2773,319,0,2,4,0
77.7997,5,5,7,1844,118,0,0,10,0
4789.5658,5,1,7,1844,118,0,0,10,0
5655.4703,6,3,14,676,150,0,0,15,0
282.1197,6,3,14,676,150,0,0,15,0
2637.8389,3,3,4,2773,319,0,0,3,0
2747.5133,3,2,4,2773,319,0,0,3,0
6295.5878,4,1,3,1583,299,0,0,6,0
6227.6961,3,1,5,0,15804,0,0,3,0
5824.9989,4,1,4,676,150,0,0,6,0
83.2925,6,5,8,1844,118,0,1,14,0
5443.6161,6,1,8,1844,118,0,0,15,0
5440.3942,3,1,3,1332,72,0,0,3,0
721.9997,6,4,17,676,150,0,0,15,0
5433.8092,6,1,17,676,150,0,0,15,0
5369.0956,5,1,9,140,26,0,3,7,0
4721.9289,4,1,5,1396,310,0,0,6,0
1190.5978,4,1,4,63,12,0,2,4,0
2417.1794,4,1,5,106,1,0,2,4,0
3316.6525,4,1,5,676,150,0,0,6,0
3479.62,5,1,11,2773,319,0,3,7,0
25.0911,3,3,6,1374,201,0,1,0,2
0.4969,3,4,6,194,33,0,0,1,2
408.9853,4,4,7,2225,411,0,1,5,0
176.5772,5,1,8,0,15804,0,5,1,4
259.3894,4,1,4,36,13,0,1,5,0
2450.9608,3,4,3,4508,387,0,0,3,0
10002.4167,3,3,7,868,110,0,0,3,0
261.8889,3,1,4,78,28,0,0,1,2
3654.8719,4,5,6,51,22,0,3,3,0
1391.4764,3,4,8,23,5,0,1,2,0
8013.0647,3,4,3,4508,387,0,0,3,0
4178.2208,6,3,14,2225,411,1,0,6,8
2958.0492,3,4,7,2225,411,0,0,3,0
469.6747,3,4,6,23,2,0,1,2,0
1349.4319,4,4,9,23,5,0,0,3,3
424.605,6,6,10,1076,34,0,1,9,5
390.9428,6,6,14,4838,263,0,0,15,0
2226.5461,6,5,11,425,78,0,0,10,5
2014.3753,4,5,7,4838,263,0,0,6,0
2005.735,6,5,13,4838,263,0,1,9,5
1343.2339,4,5,7,100,20,0,1,5,0
1214.8058,8,5,34,0,3,0,2,26,0
1073.9519,6,5,10,1076,34,0,0,10,5
804.3075,9,5,35,64,24,0,0,28,8
3186.0394,4,4,7,4838,263,0,0,6,0
3186.0267,3,4,9,4838,263,0,0,3,0
3186.0133,3,4,8,4838,263,0,0,3,0
